	Turtle-5-control-2	Turtle-5-control-1	Turtle-5-8h-PIC	Turtle-3-8h-PIC
ENSCPBG00000006845	144	86	191	180
ENSCPBG00000002257	3	2	2	12
ENSCPBG00000027709	635	495	640	742
ENSCPBG00000000559	420	444	263	226
ENSCPBG00000003341	815	756	810	373
ENSCPBG00000017211	87	57	72	0
ENSCPBG00000008557	108	94	94	152
ENSCPBG00000024071	1173	1131	1173	1062
ENSCPBG00000018777	62	34	25	55
ENSCPBG00000002131	13	17	9	33
ENSCPBG00000027727	132	140	128	119
ENSCPBG00000001540	2	0	1	7
ENSCPBG00000028149	305	247	265	175
ENSCPBG00000009070	1621	1295	2069	1630
ENSCPBG00000000022	2	1	2	8
ENSCPBG00000015698	362	414	207	422
ENSCPBG00000013672	22	15	12	15
ENSCPBG00000028364	127	195	129	226
ENSCPBG00000000736	226	194	131	99
ENSCPBG00000001366	2	0	2	0
ENSCPBG00000028213	2258	2108	1796	2691
ENSCPBG00000006403	35	20	25	118
ENSCPBG00000009007	809	795	636	1097
ENSCPBG00000028146	254	208	206	327
ENSCPBG00000003170	73	47	52	39
ENSCPBG00000013894	475	394	248	350
ENSCPBG00000003836	921	808	782	1315
ENSCPBG00000004846	33	29	17	32
ENSCPBG00000003029	125	136	45	190
ENSCPBG00000014404	339	329	300	584
ENSCPBG00000005217	1	3	3	2
ENSCPBG00000020497	975	1030	571	335
ENSCPBG00000003080	1	4	3	28
ENSCPBG00000006518	83	69	98	58
ENSCPBG00000001409	102	121	90	222
ENSCPBG00000000176	389	295	325	309
ENSCPBG00000004580	25	15	17	64
ENSCPBG00000011722	1214	993	1060	913
ENSCPBG00000005124	502	413	288	182
ENSCPBG00000010178	776	721	390	1002
ENSCPBG00000023202	176	154	170	214
ENSCPBG00000001384	0	0	9	2
ENSCPBG00000023513	5889	4946	4882	3310
ENSCPBG00000000040	60	42	37	75
ENSCPBG00000001324	165	171	157	5520
ENSCPBG00000000145	5	4	10	4
ENSCPBG00000008883	124	104	131	79
ENSCPBG00000022618	14	11	15	3
ENSCPBG00000000476	40	34	27	43
ENSCPBG00000012017	1375	1293	691	1281
ENSCPBG00000017479	236	312	268	499
ENSCPBG00000001852	271	255	257	341
ENSCPBG00000007047	485	404	402	730
ENSCPBG00000002207	131	65	139	133
ENSCPBG00000010737	92	84	55	40
ENSCPBG00000010529	1033	863	880	1077
ENSCPBG00000016354	8	22	10	255
ENSCPBG00000024786	138	161	96	725
ENSCPBG00000010898	1	2	5	3
ENSCPBG00000010096	474	466	413	445
ENSCPBG00000000518	280	257	265	378
ENSCPBG00000002256	19	30	23	56
ENSCPBG00000011390	210	200	159	310
ENSCPBG00000024165	426	365	410	412
ENSCPBG00000015191	86	91	65	112
ENSCPBG00000020379	136	184	93	45
ENSCPBG00000013816	1206	1093	968	12089
ENSCPBG00000000515	777	723	509	752
ENSCPBG00000011447	308	237	337	51
ENSCPBG00000000509	406	384	345	417
ENSCPBG00000004252	701	839	573	1176
ENSCPBG00000012755	111	59	125	193
ENSCPBG00000000935	89	46	56	251
ENSCPBG00000009520	7	0	1	8
ENSCPBG00000002282	249	293	199	660
ENSCPBG00000018087	23	15	7	3
ENSCPBG00000002644	279	272	126	557
ENSCPBG00000012655	209	221	197	70
ENSCPBG00000017055	2	3	2	0
ENSCPBG00000026294	1138	1007	1116	1228
ENSCPBG00000015985	23	8	6	14
ENSCPBG00000025964	127	117	91	87
ENSCPBG00000008949	0	0	4	2
ENSCPBG00000017670	91	72	103	12
ENSCPBG00000009124	326	301	88	108
ENSCPBG00000007268	3	11	3	0
ENSCPBG00000001023	21	14	7	2
ENSCPBG00000010092	431	387	385	1508
ENSCPBG00000008790	219	154	128	9475
ENSCPBG00000002989	3	5	3	4
ENSCPBG00000003449	60	33	42	401
ENSCPBG00000000489	3	3	0	2
ENSCPBG00000005299	218	249	154	74
ENSCPBG00000007225	18118	9567	28954	9250
ENSCPBG00000007403	449	339	306	8818
ENSCPBG00000008426	5	5	5	4
ENSCPBG00000001086	106	104	38	44
ENSCPBG00000000654	266	261	237	173
ENSCPBG00000006368	27	23	12	19
ENSCPBG00000004701	406	409	202	282
ENSCPBG00000017234	66	44	59	1
ENSCPBG00000012915	265	147	191	218
ENSCPBG00000004808	3	4	4	8
ENSCPBG00000012749	295	181	314	434
ENSCPBG00000019403	291	220	127	203
ENSCPBG00000027338	334	380	399	136
ENSCPBG00000000482	2526	2005	2847	2529
ENSCPBG00000027474	4	1	3	345
ENSCPBG00000008674	3387	2745	3555	3979
ENSCPBG00000000638	159	126	161	85
ENSCPBG00000015304	4	7	2	1
ENSCPBG00000002794	155	182	144	270
ENSCPBG00000013042	875	813	536	1205
ENSCPBG00000023662	750	881	620	1316
ENSCPBG00000026288	509	463	386	625
ENSCPBG00000020686	130	183	130	404
ENSCPBG00000001631	109	92	115	47
ENSCPBG00000000168	553	620	647	993
ENSCPBG00000016958	1	1	3	2
ENSCPBG00000000474	45	51	47	78
ENSCPBG00000001684	2084	2038	2366	944
ENSCPBG00000001125	88	74	63	101
ENSCPBG00000015612	503	437	606	859
ENSCPBG00000004437	2844	2658	2326	2525
ENSCPBG00000017459	948	768	1185	841
ENSCPBG00000023457	1146	866	1269	3060
ENSCPBG00000000462	24	15	16	3
ENSCPBG00000027828	3	1	5	2
ENSCPBG00000001908	56	39	32	60
ENSCPBG00000005744	4	0	1	5
ENSCPBG00000000508	1359	1439	1136	1549
ENSCPBG00000002246	1113	1277	1313	1675
ENSCPBG00000009567	1923	1524	2292	1314
ENSCPBG00000025700	10	9	4	1
ENSCPBG00000012356	1030	797	692	3558
ENSCPBG00000012856	81	69	90	145
ENSCPBG00000017780	2	0	2	3
ENSCPBG00000001365	58	53	45	21
ENSCPBG00000004256	576	577	267	909
ENSCPBG00000008670	13	19	27	42
ENSCPBG00000002866	180	155	197	78
ENSCPBG00000000919	109	70	144	50
ENSCPBG00000027229	773	599	810	912
ENSCPBG00000009346	726	533	804	185
ENSCPBG00000003902	1277	1378	672	568
ENSCPBG00000020680	1	0	3	9
ENSCPBG00000007955	708	696	576	996
ENSCPBG00000016080	240	221	93	218
ENSCPBG00000013635	77	71	34	59
ENSCPBG00000012534	41	43	35	13
ENSCPBG00000011526	862	703	1065	210
ENSCPBG00000002404	4	10	11	6
ENSCPBG00000000068	2	3	28	21
ENSCPBG00000004012	133	87	91	121
ENSCPBG00000005459	137	153	141	130
ENSCPBG00000000443	1683	1149	1720	2742
ENSCPBG00000025269	4	9	3	40
ENSCPBG00000016351	65	53	53	37
ENSCPBG00000024086	32	23	23	9
ENSCPBG00000019236	38	31	22	82
ENSCPBG00000001150	1440	1177	1037	2627
ENSCPBG00000007498	17	19	9	18
ENSCPBG00000013768	76	82	101	66
ENSCPBG00000005048	4712	4137	1985	5786
ENSCPBG00000007651	162	117	138	94
ENSCPBG00000000656	88	73	67	157
ENSCPBG00000011151	1989	1586	1906	2416
ENSCPBG00000007043	6	5	9	10
ENSCPBG00000023494	25	22	34	63
ENSCPBG00000000314	14	16	3	5
ENSCPBG00000005436	42	30	35	34
ENSCPBG00000019866	6	12	5	41
ENSCPBG00000001028	315	327	177	296
ENSCPBG00000003206	73	99	97	318
ENSCPBG00000007819	6	4	21	20
ENSCPBG00000000440	269	262	193	352
ENSCPBG00000011174	20	19	13	7
ENSCPBG00000012947	312	183	300	277
ENSCPBG00000002154	275	229	235	235
ENSCPBG00000001068	497	610	538	1120
ENSCPBG00000000436	1179	986	1004	1065
ENSCPBG00000001827	68	55	52	21
ENSCPBG00000009592	54	56	42	86
ENSCPBG00000023525	720	544	588	970
ENSCPBG00000002239	113	92	90	230
ENSCPBG00000023333	303	298	260	451
ENSCPBG00000005875	200	176	73	854
ENSCPBG00000015859	379	307	314	549
ENSCPBG00000000786	6	4	3	1
ENSCPBG00000017848	66	75	51	146
ENSCPBG00000009554	821	756	672	560
ENSCPBG00000012500	798	553	715	945
ENSCPBG00000000846	68	64	35	88
ENSCPBG00000003592	689	572	910	415
ENSCPBG00000000964	108	101	63	34
ENSCPBG00000020186	750	624	659	973
ENSCPBG00000027772	98	60	103	53
ENSCPBG00000001634	232	171	258	319
ENSCPBG00000000646	8	5	5	15
ENSCPBG00000010937	44	52	53	176
ENSCPBG00000008118	331	261	172	317
ENSCPBG00000004030	40	33	22	39
ENSCPBG00000011868	8436	6006	9421	93731
ENSCPBG00000016386	5	9	7	8
ENSCPBG00000017060	40	36	34	37
ENSCPBG00000006252	52	48	59	403
ENSCPBG00000013813	5	4	8	164
ENSCPBG00000012658	51	65	37	109
ENSCPBG00000000123	20	39	25	66
ENSCPBG00000004565	23	11	9	54
ENSCPBG00000005511	883	780	362	257
ENSCPBG00000026253	4775	3917	4839	4774
ENSCPBG00000009967	2	0	3	42
ENSCPBG00000009105	59	50	50	25
ENSCPBG00000020617	277	223	363	555
ENSCPBG00000022357	150	160	69	2189
ENSCPBG00000024263	450	410	430	865
ENSCPBG00000000417	172	87	155	103
ENSCPBG00000012819	933	750	1024	957
ENSCPBG00000004116	141	148	171	64
ENSCPBG00000000480	1	5	13	2
ENSCPBG00000028048	91	62	71	67
ENSCPBG00000001462	448	335	506	310
ENSCPBG00000007828	179	155	134	72
ENSCPBG00000024158	1183	1068	1429	535
ENSCPBG00000012621	784	718	502	777
ENSCPBG00000009340	14	11	1	9
ENSCPBG00000000502	268	282	190	303
ENSCPBG00000026342	2	3	9	69
ENSCPBG00000016724	1012	723	1266	1558
ENSCPBG00000000563	244	189	162	117
ENSCPBG00000005889	1362	1512	1263	1749
ENSCPBG00000026126	120	134	137	795
ENSCPBG00000009563	104	67	89	166
ENSCPBG00000002324	2437	2495	2005	6927
ENSCPBG00000012919	321	322	319	143
ENSCPBG00000000858	24	20	17	33
ENSCPBG00000011159	3924	3662	3381	5347
ENSCPBG00000001497	86	58	57	84
ENSCPBG00000013812	365	329	291	826
ENSCPBG00000000628	283	256	242	386
ENSCPBG00000020228	217	203	176	427
ENSCPBG00000000195	108	112	87	137
ENSCPBG00000008888	1711	1421	1446	1820
ENSCPBG00000016092	1426	1352	1291	2519
ENSCPBG00000021967	1	1	2	2
ENSCPBG00000006084	5	2	1	20
ENSCPBG00000011553	1508	1528	1848	1628
ENSCPBG00000005278	108	122	64	118
ENSCPBG00000008022	514	494	416	1473
ENSCPBG00000003638	4	3	3	1
ENSCPBG00000016869	93	86	26	2
ENSCPBG00000000632	1372	1026	1012	1977
ENSCPBG00000016584	9	6	11	24
ENSCPBG00000009222	71	74	45	108
ENSCPBG00000010234	124	68	148	71
ENSCPBG00000015997	135	102	110	249
ENSCPBG00000021778	1224	1013	1277	828
ENSCPBG00000021246	1020	854	1182	917
ENSCPBG00000011761	8	7	13	55
ENSCPBG00000025775	13	4	6	40
ENSCPBG00000000991	84	83	86	113
ENSCPBG00000004421	884	706	851	1720
ENSCPBG00000004876	3	1	0	5
ENSCPBG00000010792	148	128	122	114
ENSCPBG00000025198	12	12	13	6
ENSCPBG00000003613	2311	1762	3027	3002
ENSCPBG00000008806	825	768	710	897
ENSCPBG00000006654	120	116	66	141
ENSCPBG00000010905	2	0	7	4
ENSCPBG00000003942	13	4	11	12
ENSCPBG00000001711	1215	1143	805	1256
ENSCPBG00000002128	0	2	0	2
ENSCPBG00000001796	1047	845	987	510
ENSCPBG00000018847	656	583	644	716
ENSCPBG00000026318	1040	931	1346	1594
ENSCPBG00000005948	50	44	40	1239
ENSCPBG00000011466	730	701	783	631
ENSCPBG00000002902	198	198	140	74
ENSCPBG00000005181	8609	7683	7743	9857
ENSCPBG00000006841	68	50	69	24
ENSCPBG00000021015	12	4	24	5
ENSCPBG00000003885	9	4	16	11
ENSCPBG00000007237	544	498	388	423
ENSCPBG00000000089	5	7	3	3
ENSCPBG00000023673	125	132	101	139
ENSCPBG00000017629	648	477	867	528
ENSCPBG00000013936	941	774	928	1289
ENSCPBG00000002587	0	2	1	16
ENSCPBG00000002577	1623	1677	818	6633
ENSCPBG00000006401	290	249	204	268
ENSCPBG00000004904	2	6	6	20
ENSCPBG00000006750	1315	1122	898	6481
ENSCPBG00000019185	263	195	314	194
ENSCPBG00000006400	98	62	102	122
ENSCPBG00000002110	193	142	155	129
ENSCPBG00000000819	88	115	108	74
ENSCPBG00000000380	75	49	55	38
ENSCPBG00000001499	370	337	290	339
ENSCPBG00000023305	233	281	237	290
ENSCPBG00000012954	3	4	0	1
ENSCPBG00000007124	21	39	23	193
ENSCPBG00000002841	17	10	4	3
ENSCPBG00000000183	695	634	653	581
ENSCPBG00000018543	188	197	110	211
ENSCPBG00000026366	35	47	28	155
ENSCPBG00000000975	3330	3242	4210	4494
ENSCPBG00000003298	298	301	256	214
ENSCPBG00000006300	536	578	335	547
ENSCPBG00000003075	20	35	25	53
ENSCPBG00000000742	244	284	259	196
ENSCPBG00000004527	74	101	110	292
ENSCPBG00000001621	19	27	28	22
ENSCPBG00000000661	13	7	14	24
ENSCPBG00000013429	953	904	789	4346
ENSCPBG00000000782	668	452	424	629
ENSCPBG00000018547	688	609	603	2246
ENSCPBG00000006815	1263	1191	795	1655
ENSCPBG00000000566	227	192	144	202
ENSCPBG00000019800	2639	2406	2744	6687
ENSCPBG00000007696	1181	929	962	1424
ENSCPBG00000002616	41	14	14	60
ENSCPBG00000003774	173	225	177	722
ENSCPBG00000001202	125	98	146	36
ENSCPBG00000014262	7	5	3	14
ENSCPBG00000025024	4	1	2	2
ENSCPBG00000013368	39	28	22	61
ENSCPBG00000002280	253	175	199	103
ENSCPBG00000008482	236	286	342	188
ENSCPBG00000022940	72	76	110	248
ENSCPBG00000007369	2	0	2	4
ENSCPBG00000003280	128	97	36	18
ENSCPBG00000012242	611	397	858	553
ENSCPBG00000006904	75	75	71	132
ENSCPBG00000000593	339	298	286	352
ENSCPBG00000015285	33	24	32	16
ENSCPBG00000023210	11	11	10	610
ENSCPBG00000001580	25	22	7	18
ENSCPBG00000012086	5	11	4	16
ENSCPBG00000003069	17	11	21	15
ENSCPBG00000010822	27	15	63	581
ENSCPBG00000010704	750	883	455	553
ENSCPBG00000008704	271	215	252	1995
ENSCPBG00000026893	296	253	226	180
ENSCPBG00000003487	100	92	117	8
ENSCPBG00000000223	1100	1043	982	1619
ENSCPBG00000013274	2	3	0	1
ENSCPBG00000025694	430	312	548	279
ENSCPBG00000004767	163	204	90	217
ENSCPBG00000016587	198	191	253	328
ENSCPBG00000008287	102	132	82	191
ENSCPBG00000006546	99	115	92	309
ENSCPBG00000007418	152	148	142	219
ENSCPBG00000004470	926	1057	356	473
ENSCPBG00000023776	147	140	89	142
ENSCPBG00000001554	180	185	199	572
ENSCPBG00000003397	2284	2078	2791	4758
ENSCPBG00000006970	2592	2542	3255	3717
ENSCPBG00000008612	0	0	3	2
ENSCPBG00000000375	22	28	28	8
ENSCPBG00000005311	0	3	2	3
ENSCPBG00000012985	150	147	82	49
ENSCPBG00000007717	114	64	124	4066
ENSCPBG00000003053	918	889	946	1217
ENSCPBG00000008571	353	317	267	354
ENSCPBG00000002664	3	0	1	3
ENSCPBG00000010939	590	482	298	1595
ENSCPBG00000020559	478	442	381	770
ENSCPBG00000007788	1	4	5	6
ENSCPBG00000008835	133	156	124	129
ENSCPBG00000003798	14	9	5	56
ENSCPBG00000026242	760	650	342	573
ENSCPBG00000003800	625	476	502	2182
ENSCPBG00000006173	13	13	16	9
ENSCPBG00000010848	93	110	69	153
ENSCPBG00000025957	224	177	145	134
ENSCPBG00000008851	0	3	2	0
ENSCPBG00000000343	879	723	758	518
ENSCPBG00000005762	28	27	22	5
ENSCPBG00000015748	59	63	32	80
ENSCPBG00000014158	110	98	81	199
ENSCPBG00000003093	626	462	404	460
ENSCPBG00000001773	402	401	313	406
ENSCPBG00000020323	868	824	506	1323
ENSCPBG00000010911	189	114	251	57
ENSCPBG00000026029	22	14	23	141
ENSCPBG00000005958	10	20	18	47
ENSCPBG00000009710	8597	8131	3377	7090
ENSCPBG00000020825	26	51	41	50
ENSCPBG00000000424	572	477	466	700
ENSCPBG00000017430	828	636	932	9676
ENSCPBG00000026424	30	20	15	9
ENSCPBG00000012577	105	73	129	312
ENSCPBG00000000244	1251	1165	861	398
ENSCPBG00000021401	1477	1014	1338	1838
ENSCPBG00000003282	17	30	34	14
ENSCPBG00000010607	11920	11303	6699	65894
ENSCPBG00000027068	221	212	134	272
ENSCPBG00000024375	156	171	150	283
ENSCPBG00000010308	26	18	22	39
ENSCPBG00000019358	264	290	204	362
ENSCPBG00000006985	3233	3064	2554	7421
ENSCPBG00000018809	41	52	32	99
ENSCPBG00000023356	376	347	282	462
ENSCPBG00000000861	1128	953	1522	386
ENSCPBG00000019044	39	26	15	7
ENSCPBG00000027746	41	28	17	23
ENSCPBG00000013181	7	4	2	0
ENSCPBG00000001213	237	174	248	355
ENSCPBG00000003455	506	443	469	4913
ENSCPBG00000023828	1190	1153	989	658
ENSCPBG00000015788	7874	6316	5631	2770
ENSCPBG00000016660	349	289	443	586
ENSCPBG00000007084	206	172	159	69
ENSCPBG00000000298	3	8	9	1
ENSCPBG00000006399	34	27	22	56
ENSCPBG00000018753	19375	18459	17780	91319
ENSCPBG00000022019	2	0	1	14
ENSCPBG00000001104	138	43	141	139
ENSCPBG00000013321	2	1	3	6
ENSCPBG00000019355	93	83	104	18
ENSCPBG00000019807	137	188	125	112
ENSCPBG00000000494	100	74	21	20
ENSCPBG00000006118	69	55	67	79
ENSCPBG00000009813	345	336	252	676
ENSCPBG00000002596	386	363	295	1219
ENSCPBG00000017467	407	396	272	439
ENSCPBG00000012426	203	202	126	620
ENSCPBG00000007644	439	479	348	204
ENSCPBG00000020287	84	74	58	111
ENSCPBG00000004912	2	1	2	0
ENSCPBG00000000023	36	36	42	64
ENSCPBG00000020731	7	4	15	5
ENSCPBG00000009251	74	47	51	427
ENSCPBG00000015560	199	137	197	88
ENSCPBG00000005522	17	35	19	70
ENSCPBG00000008825	386	297	328	232
ENSCPBG00000003909	95	48	25	17
ENSCPBG00000001604	429	304	519	427
ENSCPBG00000021530	2061	2049	1395	1974
ENSCPBG00000021838	80	70	74	77
ENSCPBG00000000227	91	61	87	157
ENSCPBG00000013726	10	9	5	2
ENSCPBG00000007599	46	15	71	14
ENSCPBG00000016091	11	5	3	2
ENSCPBG00000011228	8	4	7	0
ENSCPBG00000002194	165	118	199	146
ENSCPBG00000006194	32	31	19	352
ENSCPBG00000007069	128	73	80	64
ENSCPBG00000010032	909	1029	881	789
ENSCPBG00000016904	610	467	790	561
ENSCPBG00000026839	1638	1514	1677	1813
ENSCPBG00000005262	4	10	7	10
ENSCPBG00000010872	55	56	49	71
ENSCPBG00000024475	9	18	17	6
ENSCPBG00000004050	20	11	19	7
ENSCPBG00000000339	8	1	2	2
ENSCPBG00000010280	128	94	70	161
ENSCPBG00000026514	30	40	20	30
ENSCPBG00000024214	3021	2263	3262	3872
ENSCPBG00000001801	1	2	7	6
ENSCPBG00000002586	84	69	62	418
ENSCPBG00000003165	3	3	7	3
ENSCPBG00000014089	38	16	38	20
ENSCPBG00000002786	62	49	54	23
ENSCPBG00000014865	1107	921	1030	781
ENSCPBG00000007044	406	299	287	123
ENSCPBG00000007444	45	46	12	50
ENSCPBG00000000121	235	234	239	226
ENSCPBG00000001989	6	5	4	4
ENSCPBG00000008884	1070	855	763	2776
ENSCPBG00000000059	9	9	7	20
ENSCPBG00000004277	2	9	25	202
ENSCPBG00000012019	60	65	54	43
ENSCPBG00000008020	807	786	571	1461
ENSCPBG00000005515	9	4	0	7
ENSCPBG00000000569	1402	1527	902	1708
ENSCPBG00000026768	650	482	768	550
ENSCPBG00000004429	0	3	6	1045
ENSCPBG00000013290	106	110	91	89
ENSCPBG00000005320	428	401	192	48613
ENSCPBG00000000075	357	259	343	713
ENSCPBG00000001529	3388	2899	3144	6862
ENSCPBG00000000428	64	50	41	82
ENSCPBG00000010262	1454	1180	1171	1732
ENSCPBG00000003373	334	357	352	271
ENSCPBG00000000095	17	15	33	26
ENSCPBG00000013790	1135	1071	1168	1151
ENSCPBG00000009240	246	241	155	464
ENSCPBG00000021960	859	663	467	641
ENSCPBG00000023621	411	412	353	903
ENSCPBG00000025023	139	125	98	71
ENSCPBG00000004676	39	44	56	111
ENSCPBG00000022109	347	288	384	101
ENSCPBG00000004762	23	21	8	104
ENSCPBG00000010500	326	257	290	365
ENSCPBG00000020074	694	426	784	1162
ENSCPBG00000001542	13	19	6	9
ENSCPBG00000007614	941	740	467	945
ENSCPBG00000019929	7	16	8	19
ENSCPBG00000006435	314	258	153	370
ENSCPBG00000013615	448	373	314	516
ENSCPBG00000006334	105	84	87	100
ENSCPBG00000016695	3316	3064	3525	4133
ENSCPBG00000008702	2	3	0	6
ENSCPBG00000021463	59	67	46	210
ENSCPBG00000020810	68	40	57	79
ENSCPBG00000022646	78	40	98	49
ENSCPBG00000001842	46	46	27	49
ENSCPBG00000005228	1417	938	2879	67509
ENSCPBG00000001359	2	0	1	2
ENSCPBG00000005477	255	218	172	794
ENSCPBG00000011923	1113	1333	525	731
ENSCPBG00000025311	2958	1277	4344	1355
ENSCPBG00000002327	910	806	901	1835
ENSCPBG00000026958	290	284	201	234
ENSCPBG00000026023	117	87	69	308
ENSCPBG00000000913	152	180	190	546
ENSCPBG00000024819	434	382	253	220
ENSCPBG00000003100	733	713	694	1237
ENSCPBG00000001094	3	2	1	4
ENSCPBG00000008079	819	1201	841	1487
ENSCPBG00000009923	301	220	283	393
ENSCPBG00000001426	965	629	720	659
ENSCPBG00000005401	3218	2840	3167	4210
ENSCPBG00000001512	4	4	4	0
ENSCPBG00000015729	2	2	1	0
ENSCPBG00000023750	3	5	0	2
ENSCPBG00000002808	1964	1390	2602	1667
ENSCPBG00000023665	814	687	607	1907
ENSCPBG00000004049	235	166	172	814
ENSCPBG00000005605	833	763	875	1393
ENSCPBG00000000458	3051	2991	3869	2287
ENSCPBG00000006380	161	141	113	231
ENSCPBG00000000041	295	221	187	198
ENSCPBG00000000775	801	778	736	1634
ENSCPBG00000002671	520	401	615	382
ENSCPBG00000002040	476	565	370	987
ENSCPBG00000012744	151	113	173	107
ENSCPBG00000000938	0	3	1	9
ENSCPBG00000002806	10	22	1	37
ENSCPBG00000003115	30	20	26	28
ENSCPBG00000005023	9	8	19	5
ENSCPBG00000000837	112	105	87	81
ENSCPBG00000012781	5	5	2	195
ENSCPBG00000016998	231	295	169	158
ENSCPBG00000017245	3	11	8	4
ENSCPBG00000008722	13	4	3	15
ENSCPBG00000012888	20	16	16	13
ENSCPBG00000009481	86	43	70	575
ENSCPBG00000017090	9	8	5	3
ENSCPBG00000000442	19	13	17	22
ENSCPBG00000001889	457	564	386	1141
ENSCPBG00000010483	9	3	3	15
ENSCPBG00000010998	2017	1550	2285	4359
ENSCPBG00000018514	577	584	519	787
ENSCPBG00000000366	221	153	217	342
ENSCPBG00000003200	202	302	202	1645
ENSCPBG00000010059	45	36	26	101
ENSCPBG00000020405	2571	2188	1661	17354
ENSCPBG00000002995	4332	3348	4537	7606
ENSCPBG00000002984	28	25	17	45
ENSCPBG00000011965	14	10	11	12
ENSCPBG00000001666	133	109	104	120
ENSCPBG00000018267	466	440	528	689
ENSCPBG00000002465	314	337	359	517
ENSCPBG00000000367	285	202	283	267
ENSCPBG00000003442	1207	1216	692	1511
ENSCPBG00000007321	101	135	95	257
ENSCPBG00000011976	507	375	433	584
ENSCPBG00000000415	14	14	13	659
ENSCPBG00000000036	13596	13900	21118	32559
ENSCPBG00000010412	1844	1412	1680	2072
ENSCPBG00000000155	260	205	233	279
ENSCPBG00000002377	0	3	1	14
ENSCPBG00000014564	94	76	59	885
ENSCPBG00000013810	17	11	10	10
ENSCPBG00000010568	52	75	38	130
ENSCPBG00000004726	12	3	1	6
ENSCPBG00000013786	493	374	508	637
ENSCPBG00000007138	101	92	85	295
ENSCPBG00000002722	12	23	4	217
ENSCPBG00000001011	6	9	3	29
ENSCPBG00000021680	1671	2076	701	743
ENSCPBG00000010170	2110	1901	1706	4779
ENSCPBG00000023221	302	308	197	112
ENSCPBG00000021829	1315	1297	1364	3361
ENSCPBG00000006525	421	367	329	348
ENSCPBG00000002674	30	9	10	4
ENSCPBG00000023434	3377	3335	3546	3807
ENSCPBG00000010949	107	90	85	201
ENSCPBG00000017509	10155	10427	14884	12999
ENSCPBG00000009213	797	588	802	639
ENSCPBG00000002322	3	2	2	3
ENSCPBG00000006246	153	181	129	146
ENSCPBG00000000318	52995	47802	34839	27074
ENSCPBG00000011242	59	60	32	35
ENSCPBG00000006281	135	92	73	67
ENSCPBG00000017965	148	101	139	97
ENSCPBG00000025843	1911	1693	2072	1267
ENSCPBG00000011729	89	90	87	141
ENSCPBG00000001347	257	259	224	286
ENSCPBG00000020489	1037	934	625	2649
ENSCPBG00000012876	7	2	0	3
ENSCPBG00000024004	10	4	7	2
ENSCPBG00000005185	32	22	44	26
ENSCPBG00000006039	23	15	13	37
ENSCPBG00000011464	7	2	3	85
ENSCPBG00000023285	39	28	37	18
ENSCPBG00000000137	91	86	77	80
ENSCPBG00000012662	9	11	16	2
ENSCPBG00000001530	8	10	9	19
ENSCPBG00000000753	16	19	13	92
ENSCPBG00000015575	66	67	86	101
ENSCPBG00000007741	326	268	157	468
ENSCPBG00000015840	428	328	505	804
ENSCPBG00000001675	29	23	19	0
ENSCPBG00000017904	768	526	725	356
ENSCPBG00000010945	0	1	2	4
ENSCPBG00000011977	1684	1285	1479	1674
ENSCPBG00000016722	55	50	28	11
ENSCPBG00000006760	877	757	602	1490
ENSCPBG00000016122	734	498	992	642
ENSCPBG00000023049	448	435	284	798
ENSCPBG00000000454	59	50	32	99
ENSCPBG00000002060	21	10	12	28
ENSCPBG00000010709	2	4	1	1
ENSCPBG00000002474	151	174	107	367
ENSCPBG00000000567	663	630	776	1064
ENSCPBG00000021382	39	24	18	32
ENSCPBG00000013922	1753	1519	1469	2792
ENSCPBG00000017728	2208	1784	1793	1985
ENSCPBG00000020803	213	182	118	119
ENSCPBG00000002676	766	855	602	1731
ENSCPBG00000007119	11	5	2	8
ENSCPBG00000001195	255	190	199	263
ENSCPBG00000007783	171	99	195	223
ENSCPBG00000019702	265	258	206	3439
ENSCPBG00000002471	2	0	2	0
ENSCPBG00000000109	9	15	9	0
ENSCPBG00000009023	216	198	214	357
ENSCPBG00000027655	15	20	22	9
ENSCPBG00000019838	85	123	58	175
ENSCPBG00000000834	924	904	698	771
ENSCPBG00000000484	44	45	45	147
ENSCPBG00000009963	94	105	89	67
ENSCPBG00000023115	7	7	5	7
ENSCPBG00000000406	306	271	344	286
ENSCPBG00000005367	335	300	283	467
ENSCPBG00000000881	7	9	7	30
ENSCPBG00000004637	65431	43882	74870	111517
ENSCPBG00000024573	2147	2204	921	37861
ENSCPBG00000011124	154	159	104	174
ENSCPBG00000002908	58	59	33	42
ENSCPBG00000009396	39	50	27	23
ENSCPBG00000004804	234	254	169	826
ENSCPBG00000006181	211	225	125	329
ENSCPBG00000018616	5	2	4	4
ENSCPBG00000000725	67	55	41	15432
ENSCPBG00000023683	50	57	41	43
ENSCPBG00000016891	1054	703	1173	1222
ENSCPBG00000001531	83	97	64	235
ENSCPBG00000001546	4	2	1	2
ENSCPBG00000013606	10	5	8	21
ENSCPBG00000012508	9	10	16	11
ENSCPBG00000013896	105	168	81	624
ENSCPBG00000007075	41	56	53	34
ENSCPBG00000008369	566	423	554	575
ENSCPBG00000004989	5445	3763	6592	4286
ENSCPBG00000021901	127	142	110	169
ENSCPBG00000022645	487	555	530	312
ENSCPBG00000019657	2	1	5	2
ENSCPBG00000000113	2	9	1	8
ENSCPBG00000028108	455	456	299	404
ENSCPBG00000023045	10	8	19	0
ENSCPBG00000001567	2140	1987	1709	1883
ENSCPBG00000006522	35	19	14	21
