	turtle_3_control_1	turtle_3_control_2	turtle_3_lps_8h	turtle_5_lps_8h
ENSCPBG00000021177	18	3	12	5
ENSCPBG00000017809	2133	705	2374	494
ENSCPBG00000019433	233	96	280	78
ENSCPBG00000022903	19466	6310	14730	12313
ENSCPBG00000007523	133	60	187	45
ENSCPBG00000027684	23	9	20	4
ENSCPBG00000019435	940	432	768	232
ENSCPBG00000011723	745	313	784	126
ENSCPBG00000019438	999	490	1176	64
ENSCPBG00000019439	1001	321	748	254
ENSCPBG00000004819	2377	967	1866	334
ENSCPBG00000026407	83	52	65	51
ENSCPBG00000011861	249	120	196	11
ENSCPBG00000001319	20	6	23	12
ENSCPBG00000019443	1985	632	1749	378
ENSCPBG00000019447	362	119	274	86
ENSCPBG00000024736	988	347	1020	583
ENSCPBG00000019450	629	234	467	78
ENSCPBG00000019455	325	155	282	11
ENSCPBG00000013692	882	399	733	348
ENSCPBG00000019468	154	66	125	0
ENSCPBG00000014763	642	292	621	100
ENSCPBG00000024479	3518	1520	3046	495
ENSCPBG00000000640	17	4	16	1
ENSCPBG00000019469	5697	2442	5844	769
ENSCPBG00000019473	362	135	296	149
ENSCPBG00000001811	70	25	42	2
ENSCPBG00000025944	6	2	4	42
ENSCPBG00000019474	18	9	10	0
ENSCPBG00000019479	14	6	19	0
ENSCPBG00000019482	10570	4609	9550	5389
ENSCPBG00000019483	6	9	8	4
ENSCPBG00000002721	7	4	3	0
ENSCPBG00000019488	401	185	406	76
ENSCPBG00000019734	823	325	947	229
ENSCPBG00000019489	1499	673	1345	241
ENSCPBG00000007303	184	74	230	43
ENSCPBG00000018423	2019	697	1791	602
ENSCPBG00000019491	163	83	199	15
ENSCPBG00000007534	87	25	82	184
ENSCPBG00000019495	373	173	495	112
ENSCPBG00000019499	850	259	731	164
ENSCPBG00000023676	108	48	37	103
ENSCPBG00000019504	72	36	80	12
ENSCPBG00000010682	952	464	996	425
ENSCPBG00000019514	2	0	2	1
ENSCPBG00000001716	250	56	229	40
ENSCPBG00000019526	130	75	119	56
ENSCPBG00000001421	587	273	624	306
ENSCPBG00000019527	4	4	13	8
ENSCPBG00000027719	5	2	5	1
ENSCPBG00000019529	571	264	678	99
ENSCPBG00000021218	6	2	5	0
ENSCPBG00000019536	20	5	18	27
ENSCPBG00000019541	1528	654	1575	626
ENSCPBG00000015695	166	62	226	37
ENSCPBG00000017468	123	52	113	63
ENSCPBG00000019547	1425	563	1312	378
ENSCPBG00000019555	234	82	254	103
ENSCPBG00000025377	32	10	33	9
ENSCPBG00000019558	4120	1233	3454	14
ENSCPBG00000019559	273	142	337	131
ENSCPBG00000006048	2798	1028	2756	3
ENSCPBG00000023233	6906	2905	6857	2169
ENSCPBG00000019565	30	14	36	20
ENSCPBG00000017807	530	233	450	190
ENSCPBG00000019567	1133	486	1322	433
ENSCPBG00000019575	99	45	86	23
ENSCPBG00000016512	2	3	10	23
ENSCPBG00000017708	144	66	109	51
ENSCPBG00000019695	7	1	7	1
ENSCPBG00000019590	14	19	18	11
ENSCPBG00000019591	171	54	122	45
ENSCPBG00000022549	561	237	741	174
ENSCPBG00000019593	2	0	2	0
ENSCPBG00000019595	485	160	437	248
ENSCPBG00000019600	97	36	109	36
ENSCPBG00000019603	194	84	196	3
ENSCPBG00000019614	88	38	87	23
ENSCPBG00000019624	5	2	2	1
ENSCPBG00000026604	603	234	800	55
ENSCPBG00000019625	1344	496	1129	543
ENSCPBG00000023528	70	21	55	13
ENSCPBG00000019628	5	0	3	0
ENSCPBG00000021209	1	2	4	9
ENSCPBG00000008183	1002	450	916	380
ENSCPBG00000019632	276	98	294	157
ENSCPBG00000019635	3894	1552	3270	1267
ENSCPBG00000027558	885	310	807	210
ENSCPBG00000019640	1316	684	1457	159
ENSCPBG00000025232	5305	2232	4776	1369
ENSCPBG00000018371	139	36	101	10
ENSCPBG00000021514	280	98	210	49
ENSCPBG00000013737	1822	660	1879	532
ENSCPBG00000019650	10	3	8	16
ENSCPBG00000019667	662	248	652	129
ENSCPBG00000019674	732	282	880	5
ENSCPBG00000019676	29	8	33	24
ENSCPBG00000008211	1188	470	1387	414
ENSCPBG00000019686	5090	2578	4392	451
ENSCPBG00000001361	2085	858	2258	543
ENSCPBG00000019688	408	186	394	153
ENSCPBG00000019689	12	5	10	12
ENSCPBG00000007269	756	262	757	100
ENSCPBG00000019670	83	30	84	4
ENSCPBG00000022150	3270	1501	2974	1016
ENSCPBG00000008875	93	36	92	17
ENSCPBG00000017148	957	421	823	223
ENSCPBG00000019694	2265	1057	1948	898
ENSCPBG00000019701	246	110	218	88
ENSCPBG00000019709	228	75	216	264
ENSCPBG00000000392	171	84	152	40
ENSCPBG00000019710	486	249	490	430
ENSCPBG00000019714	2132	859	2253	865
ENSCPBG00000010319	3	2	0	2
ENSCPBG00000019718	1	2	3	28
ENSCPBG00000019722	68	41	60	30
ENSCPBG00000019729	530	219	441	270
ENSCPBG00000016655	992	402	937	428
ENSCPBG00000019730	1	0	5	3
ENSCPBG00000019735	3	2	5	0
ENSCPBG00000009706	249	128	260	73
ENSCPBG00000019737	2	2	2	9
ENSCPBG00000027961	918	309	808	254
ENSCPBG00000010458	1147	518	1075	245
ENSCPBG00000019739	225	81	219	33
ENSCPBG00000019748	64	29	79	17
ENSCPBG00000019757	1309	507	1270	649
ENSCPBG00000019763	1053	315	930	507
ENSCPBG00000019764	996	321	905	0
ENSCPBG00000019766	4438	2044	3828	1583
ENSCPBG00000019774	783	277	685	164
ENSCPBG00000024989	1987	831	1729	491
ENSCPBG00000019775	2239	1082	1942	813
ENSCPBG00000019776	46	20	50	16
ENSCPBG00000019777	11261	5655	12504	5688
ENSCPBG00000020506	151	48	138	82
ENSCPBG00000019781	1121	468	1358	137
ENSCPBG00000014769	1175	482	1079	470
ENSCPBG00000027441	791	331	339	102
ENSCPBG00000019783	55	17	85	20
ENSCPBG00000019784	1943	554	1897	519
ENSCPBG00000019793	3650	1862	3899	1197
ENSCPBG00000019794	1370	402	1283	407
ENSCPBG00000015351	904	367	781	435
ENSCPBG00000022625	80	35	93	33
ENSCPBG00000019796	2605	1119	2337	826
ENSCPBG00000019799	734	316	743	205
ENSCPBG00000021532	353	193	398	77
ENSCPBG00000019815	6450	2647	6576	2367
ENSCPBG00000019816	70	22	63	18
ENSCPBG00000019817	806	308	897	157
ENSCPBG00000019818	19	5	9	1
ENSCPBG00000019820	10	1	4	1
ENSCPBG00000019821	83	49	98	67
ENSCPBG00000019822	450	159	514	296
ENSCPBG00000019826	2111	887	2292	363
ENSCPBG00000019827	4	0	6	1
ENSCPBG00000019828	1	0	3	8
ENSCPBG00000010922	364	159	373	164
ENSCPBG00000006979	107	55	129	103
ENSCPBG00000019829	9787	4268	10628	3109
ENSCPBG00000019833	437	137	447	41
ENSCPBG00000025856	36824	15980	30181	37426
ENSCPBG00000019839	970	435	1063	268
ENSCPBG00000019841	36	15	43	8
ENSCPBG00000019847	3753	1670	4133	1558
ENSCPBG00000027802	31	14	21	20
ENSCPBG00000014055	26	13	27	8
ENSCPBG00000019850	4934	2034	5119	1396
ENSCPBG00000011628	432	164	280	113
ENSCPBG00000024984	65	14	54	9
ENSCPBG00000019867	14	3	9	5
ENSCPBG00000021912	3171	1236	2991	2082
ENSCPBG00000019868	1880	612	1947	320
ENSCPBG00000006080	33	17	31	1
ENSCPBG00000000294	4	0	2	0
ENSCPBG00000019869	58	22	84	40
ENSCPBG00000023764	2707	1208	2426	2427
ENSCPBG00000026005	2879	969	2521	387
ENSCPBG00000019875	1830	697	1591	124
ENSCPBG00000019877	61	16	37	60
ENSCPBG00000027695	6160	2557	6588	1021
ENSCPBG00000019883	1354	660	1021	0
ENSCPBG00000019885	1021	297	1019	423
ENSCPBG00000019887	9	4	3	0
ENSCPBG00000015177	117	39	148	142
ENSCPBG00000019893	513	227	401	156
ENSCPBG00000006820	1	1	2	2
ENSCPBG00000019897	115	64	122	37
ENSCPBG00000019899	12	4	20	8
ENSCPBG00000019903	12628	5635	12248	4256
ENSCPBG00000007429	20	16	23	6
ENSCPBG00000019266	323	94	265	86
ENSCPBG00000025032	996	348	791	556
ENSCPBG00000028120	2426	908	2051	1207
ENSCPBG00000003892	3052	1211	2735	747
ENSCPBG00000000336	228	89	187	42
ENSCPBG00000019921	17	7	16	14
ENSCPBG00000019926	5157	1870	4660	2040
ENSCPBG00000007945	167	82	112	16
ENSCPBG00000019927	554	169	517	410
ENSCPBG00000004310	477	141	451	220
ENSCPBG00000003629	736	253	654	379
ENSCPBG00000019934	159	80	141	67
ENSCPBG00000019937	28309	11279	23448	20587
ENSCPBG00000019940	15292	5144	12319	12910
ENSCPBG00000019942	2582	740	2352	840
ENSCPBG00000017474	3731	1670	2955	1914
ENSCPBG00000019945	212	72	211	89
ENSCPBG00000026249	45	14	34	16
ENSCPBG00000003662	693	320	500	75
ENSCPBG00000019947	545	188	520	265
ENSCPBG00000019949	154	56	154	60
ENSCPBG00000007688	62	35	69	58
ENSCPBG00000019954	432	158	460	226
ENSCPBG00000019956	1417	639	1823	75
ENSCPBG00000019958	1987	654	1808	1066
ENSCPBG00000019959	3870	1425	3291	874
ENSCPBG00000016552	185	86	191	53
ENSCPBG00000019962	13411	5875	11008	4299
ENSCPBG00000026630	281	101	285	220
ENSCPBG00000019964	1150	514	1079	924
ENSCPBG00000013022	1848	654	1833	5
ENSCPBG00000009041	137	51	149	79
ENSCPBG00000019967	315	133	193	335
ENSCPBG00000003124	521	246	502	311
ENSCPBG00000001505	977	367	879	425
ENSCPBG00000006831	46	22	43	24
ENSCPBG00000019975	1480	722	1330	526
ENSCPBG00000019983	4	0	5	0
ENSCPBG00000023950	1243	573	1334	428
ENSCPBG00000027190	1654	610	1572	632
ENSCPBG00000019986	1291	481	1156	260
ENSCPBG00000019987	26	10	16	6
ENSCPBG00000019989	61356	27926	44940	421
ENSCPBG00000022925	1040	345	778	270
ENSCPBG00000019998	1	3	5	2
ENSCPBG00000016379	5	1	7	2
ENSCPBG00000015488	17	9	22	14
ENSCPBG00000016177	288	118	342	266
ENSCPBG00000020003	3647	1568	3027	722
ENSCPBG00000020014	132	66	158	22
ENSCPBG00000010938	22	16	26	72
ENSCPBG00000005390	196	83	159	142
ENSCPBG00000020021	716	322	545	673
ENSCPBG00000020025	61	27	42	11
ENSCPBG00000020028	9	3	14	2
ENSCPBG00000005328	45	4	28	8
ENSCPBG00000014685	37	20	36	2
ENSCPBG00000020029	610	351	942	88
ENSCPBG00000019704	4105	1654	3851	1074
ENSCPBG00000020030	281	162	344	37
ENSCPBG00000020034	89	25	68	37
ENSCPBG00000017311	9	2	1	0
ENSCPBG00000014614	1562	580	1511	421
ENSCPBG00000020043	18	6	13	0
ENSCPBG00000011026	2001	906	1817	667
ENSCPBG00000020057	3887	2069	4375	2178
ENSCPBG00000020060	27	4	16	24
ENSCPBG00000026159	135	48	137	69
ENSCPBG00000020063	669	294	544	199
ENSCPBG00000022177	80	61	113	3
ENSCPBG00000020064	183	65	217	25
ENSCPBG00000025419	2	1	2	0
ENSCPBG00000020066	90	52	144	76
ENSCPBG00000020068	2536	1032	2309	292
ENSCPBG00000008335	336	156	296	6
ENSCPBG00000020069	1862	796	1730	215
ENSCPBG00000018677	13	12	15	3
ENSCPBG00000021391	382	138	367	61
ENSCPBG00000003323	77	50	69	7
ENSCPBG00000020072	2	8	3	0
ENSCPBG00000024066	298	143	300	61
ENSCPBG00000016559	102	73	86	23
ENSCPBG00000020075	2598	772	2715	1064
ENSCPBG00000020083	4	0	1	6
ENSCPBG00000020089	4640	1815	3816	438
ENSCPBG00000002000	67	29	48	7
ENSCPBG00000020094	10	5	12	14
ENSCPBG00000023938	421	168	383	106
ENSCPBG00000020098	3632	1316	3600	1899
ENSCPBG00000020099	2205	1103	1879	2109
ENSCPBG00000001525	27	6	6	8
ENSCPBG00000020102	210	91	193	77
ENSCPBG00000020103	376	89	344	376
ENSCPBG00000022359	619	220	551	201
ENSCPBG00000001002	5	4	9	2
ENSCPBG00000005700	308	104	248	14
ENSCPBG00000023001	1144	520	1252	676
ENSCPBG00000020105	1182	423	1166	555
ENSCPBG00000013964	3985	1723	3733	1329
ENSCPBG00000020106	16	10	7	126
ENSCPBG00000027817	311	134	234	129
ENSCPBG00000012245	2	0	1	2
ENSCPBG00000020110	2	2	0	0
ENSCPBG00000013527	142	71	118	141
ENSCPBG00000016086	147	45	113	12
ENSCPBG00000020115	778	337	975	458
ENSCPBG00000028038	1799	725	1666	669
ENSCPBG00000027324	1685	700	1385	338
ENSCPBG00000020118	39	14	20	8
ENSCPBG00000020119	1332	499	1297	326
ENSCPBG00000023508	489	207	468	271
ENSCPBG00000020128	232	94	184	218
ENSCPBG00000020130	1056	336	1041	339
ENSCPBG00000008968	257	131	152	20
ENSCPBG00000012694	2272	1008	1881	776
ENSCPBG00000020140	2002	854	1960	480
ENSCPBG00000020145	51	27	76	35
ENSCPBG00000023124	58	47	62	16
ENSCPBG00000024272	3	7	10	1
ENSCPBG00000020625	313	118	272	119
ENSCPBG00000020148	921	349	845	326
ENSCPBG00000027473	1178	469	1129	469
ENSCPBG00000020149	4	0	2	1
ENSCPBG00000020153	984	494	1169	243
ENSCPBG00000020165	1578	521	1533	322
ENSCPBG00000012115	15	4	18	4
ENSCPBG00000025995	3	3	1	3
ENSCPBG00000022591	3165	1364	2964	909
ENSCPBG00000007590	420	199	441	300
ENSCPBG00000020169	985	387	824	740
ENSCPBG00000007896	568	257	585	129
ENSCPBG00000020171	483	146	516	475
ENSCPBG00000020172	7	1	3	2
ENSCPBG00000015493	17	7	32	3
ENSCPBG00000020178	38	17	26	15
ENSCPBG00000004781	251	146	279	192
ENSCPBG00000007348	14035	5520	9426	8802
ENSCPBG00000020182	79	35	67	17
ENSCPBG00000020183	537	231	547	143
ENSCPBG00000020184	929	393	762	433
ENSCPBG00000020190	6954	4069	9078	283
ENSCPBG00000023358	113	74	97	48
ENSCPBG00000020191	389	128	430	97
ENSCPBG00000024815	7705	2935	7476	4312
ENSCPBG00000020196	19	5	16	2
ENSCPBG00000008077	1436	589	1485	332
ENSCPBG00000001196	1294	475	1621	281
ENSCPBG00000020204	781	346	725	376
ENSCPBG00000025849	5761	2441	4606	3110
ENSCPBG00000020210	846	323	802	489
ENSCPBG00000025511	916	496	1186	415
ENSCPBG00000022970	796	328	696	223
ENSCPBG00000020359	3475	1510	2803	1534
ENSCPBG00000011629	10	5	4	4
ENSCPBG00000020227	490	197	414	81
ENSCPBG00000023471	961	415	737	530
ENSCPBG00000003851	37103	16738	28279	30918
ENSCPBG00000020236	427	151	356	102
ENSCPBG00000020240	314	136	212	46
ENSCPBG00000022050	17	13	11	31
ENSCPBG00000020247	1524	639	3974	30
ENSCPBG00000020256	164	50	159	77
ENSCPBG00000020258	94	39	76	136
ENSCPBG00000020260	115	40	111	32
ENSCPBG00000020262	706	354	905	268
ENSCPBG00000021418	960	374	870	193
ENSCPBG00000022017	112	41	96	74
ENSCPBG00000020270	20	17	27	66
ENSCPBG00000020271	94	50	131	122
ENSCPBG00000014842	33	14	53	31
ENSCPBG00000020274	305	126	268	100
ENSCPBG00000020276	1939	800	1559	1049
ENSCPBG00000000303	540	244	466	984
ENSCPBG00000006580	2339	833	2195	1606
ENSCPBG00000020285	234	64	201	50
ENSCPBG00000013258	1756	587	1795	18
ENSCPBG00000015724	2726	1376	2878	1187
ENSCPBG00000020288	6333	3181	6057	2573
ENSCPBG00000020296	443	159	373	311
ENSCPBG00000020300	433	177	361	151
ENSCPBG00000020302	1134	508	854	556
ENSCPBG00000020304	2514	993	2247	717
ENSCPBG00000020309	3186	1550	2123	1269
ENSCPBG00000018462	1565	879	1368	295
ENSCPBG00000023991	31	9	27	13
ENSCPBG00000023429	1183	437	944	485
ENSCPBG00000028162	615	282	619	115
ENSCPBG00000020316	49	13	61	14
ENSCPBG00000020317	9	8	21	15
ENSCPBG00000020328	3207	1474	4001	703
ENSCPBG00000020329	1378	464	1392	337
ENSCPBG00000020610	994	446	869	874
ENSCPBG00000020330	157	71	142	127
ENSCPBG00000020332	979	424	901	609
ENSCPBG00000006961	398	187	343	343
ENSCPBG00000020333	1741	799	1515	1555
ENSCPBG00000026238	91	49	136	38
ENSCPBG00000027494	416	200	262	0
ENSCPBG00000020335	54	30	86	14
ENSCPBG00000023250	39	14	28	3
ENSCPBG00000026725	6432	2165	6026	3213
ENSCPBG00000020336	644	275	715	47
ENSCPBG00000023774	920	291	915	255
ENSCPBG00000025796	182	53	170	140
ENSCPBG00000010954	675	179	636	211
ENSCPBG00000026850	819	283	652	170
ENSCPBG00000021080	78	45	97	38
ENSCPBG00000021876	1522	745	1326	1292
ENSCPBG00000020343	75	34	81	70
ENSCPBG00000020344	13	1	7	2
ENSCPBG00000020349	325	140	265	149
ENSCPBG00000020351	180	80	130	49
ENSCPBG00000020352	215	96	207	67
ENSCPBG00000020355	291	121	343	113
ENSCPBG00000020356	599	252	598	210
ENSCPBG00000017329	437	182	484	1
ENSCPBG00000020362	65	29	40	33
ENSCPBG00000020363	3093	1394	2602	1093
ENSCPBG00000027162	262	79	209	61
ENSCPBG00000017425	1412	527	1194	165
ENSCPBG00000014704	324	131	280	94
ENSCPBG00000020365	1569	794	1491	832
ENSCPBG00000023767	6	3	16	14
ENSCPBG00000020368	112	32	66	24
ENSCPBG00000013898	110	53	112	78
ENSCPBG00000020369	930	507	1005	423
ENSCPBG00000020371	33	16	38	11
ENSCPBG00000020378	590	269	527	235
ENSCPBG00000013221	555	254	500	13
ENSCPBG00000020380	683	318	603	428
ENSCPBG00000017453	394	332	506	356
ENSCPBG00000020387	321	101	326	44
ENSCPBG00000020395	1488	511	1566	287
ENSCPBG00000020396	892	543	1186	5
ENSCPBG00000020399	1299	614	1177	387
ENSCPBG00000025821	3	0	2	7
ENSCPBG00000004346	1710	857	1822	54
ENSCPBG00000020246	80	30	67	32
ENSCPBG00000026682	5333	2135	5242	1718
ENSCPBG00000020401	738	303	847	102
ENSCPBG00000017035	609	266	674	272
ENSCPBG00000021990	139	65	108	86
ENSCPBG00000020407	168	68	197	8
ENSCPBG00000012008	54	37	50	15
ENSCPBG00000024446	1082	453	948	327
ENSCPBG00000020409	9143	4397	8740	3618
ENSCPBG00000020412	289	114	360	151
ENSCPBG00000017124	981	475	1178	430
ENSCPBG00000020420	5	0	5	16
ENSCPBG00000007900	2	2	4	2
ENSCPBG00000020425	135	36	129	19
ENSCPBG00000020426	1992	662	1895	195
ENSCPBG00000020427	1331	402	1460	882
ENSCPBG00000012178	71	11	25	50
ENSCPBG00000020430	3426	1287	3061	965
ENSCPBG00000013495	30	18	26	9
ENSCPBG00000020432	15251	5138	14921	3123
ENSCPBG00000009546	144	66	177	78
ENSCPBG00000020434	3791	1216	3342	983
ENSCPBG00000020435	112	61	201	65
ENSCPBG00000026090	431	177	341	417
ENSCPBG00000024473	2365	1086	1977	1316
ENSCPBG00000012916	650	317	715	763
ENSCPBG00000020445	62449	28069	49597	4731
ENSCPBG00000020449	61	48	57	53
ENSCPBG00000013730	0	0	2	2
ENSCPBG00000026835	14	14	6	4
ENSCPBG00000027807	35	10	18	23
ENSCPBG00000020450	814	275	709	215
ENSCPBG00000023407	9	7	13	1
ENSCPBG00000020451	289	147	202	188
ENSCPBG00000020452	96	48	86	27
ENSCPBG00000025420	1825	829	1255	220
ENSCPBG00000024557	106	31	108	17
ENSCPBG00000017143	7856	3467	6665	1033
ENSCPBG00000020457	342	186	299	243
ENSCPBG00000025148	714	310	635	218
ENSCPBG00000020458	111	62	102	51
ENSCPBG00000019556	480	174	340	285
ENSCPBG00000021405	1102	433	974	242
ENSCPBG00000020463	613	270	768	343
ENSCPBG00000020466	224	73	281	56
ENSCPBG00000025263	411	164	319	141
ENSCPBG00000024611	1883	614	1426	878
ENSCPBG00000015201	42	14	30	25
ENSCPBG00000020470	1373	505	1255	459
ENSCPBG00000025737	5957	2919	4753	208
ENSCPBG00000005432	1233	561	1041	796
ENSCPBG00000020473	388	178	383	140
ENSCPBG00000020474	627	220	592	459
ENSCPBG00000025769	961	469	903	375
ENSCPBG00000017391	22	7	11	2
ENSCPBG00000020477	253	91	240	148
ENSCPBG00000020479	389	102	332	154
ENSCPBG00000020480	12	2	9	33
ENSCPBG00000025355	2398	877	2385	762
ENSCPBG00000020481	27400	11247	20234	20636
ENSCPBG00000003608	673	263	577	149
ENSCPBG00000020486	59	37	54	18
ENSCPBG00000002963	1594	654	1455	388
ENSCPBG00000005590	37	7	17	2
ENSCPBG00000026633	81	63	99	76
ENSCPBG00000006140	1732	738	1637	362
ENSCPBG00000020488	4	4	6	9
ENSCPBG00000003016	209	102	124	165
ENSCPBG00000018950	8	1	5	0
ENSCPBG00000020498	642	261	593	327
ENSCPBG00000020499	114	52	125	99
ENSCPBG00000012049	1892	663	2169	135
ENSCPBG00000020502	489	182	445	124
ENSCPBG00000020511	1602	644	1598	120
ENSCPBG00000008944	457	219	461	140
ENSCPBG00000002593	24	9	25	6
ENSCPBG00000023414	13	5	17	7
ENSCPBG00000020517	572	288	415	73
ENSCPBG00000020525	243	132	207	156
ENSCPBG00000020528	8	0	3	5
ENSCPBG00000020531	1365	483	1279	498
ENSCPBG00000002683	358	177	259	69
ENSCPBG00000020535	974	406	857	645
ENSCPBG00000011265	25	16	31	14
ENSCPBG00000009598	2154	900	1869	740
ENSCPBG00000020541	1069	399	1079	306
ENSCPBG00000001051	690	223	691	209
ENSCPBG00000020543	155	86	157	45
ENSCPBG00000020546	304	111	340	170
ENSCPBG00000020547	510	228	482	167
ENSCPBG00000020555	707	295	739	244
ENSCPBG00000020560	801	577	968	344
ENSCPBG00000020562	211	70	224	21
ENSCPBG00000020565	118	49	113	56
ENSCPBG00000005074	88	20	138	0
ENSCPBG00000013309	181	59	271	52
ENSCPBG00000004460	1744	746	1969	468
ENSCPBG00000020571	2101	814	1555	1668
ENSCPBG00000000156	17	6	18	4
ENSCPBG00000020585	37	3	18	26
ENSCPBG00000020591	1936	897	1901	6399
ENSCPBG00000007214	875	362	618	280
ENSCPBG00000002375	20	12	19	3
ENSCPBG00000020600	5	0	4	3
ENSCPBG00000026405	149	66	123	179
ENSCPBG00000020603	114	55	99	24
ENSCPBG00000024523	66	25	61	41
ENSCPBG00000008002	171	61	129	52
ENSCPBG00000020606	384	270	518	195
ENSCPBG00000002283	383	208	363	134
ENSCPBG00000020611	1166	406	885	586
ENSCPBG00000020875	2475	903	2880	520
ENSCPBG00000020622	109	63	132	60
ENSCPBG00000006035	5	4	7	35
ENSCPBG00000020624	68	43	91	77
ENSCPBG00000020630	27	9	14	5
ENSCPBG00000020640	126	68	150	22
ENSCPBG00000020643	185	76	148	60
ENSCPBG00000020645	81	25	58	69
ENSCPBG00000020809	187866	76180	173479	17743
ENSCPBG00000003876	208	82	221	86
ENSCPBG00000021076	18	10	22	83
ENSCPBG00000021330	959	276	1169	325
ENSCPBG00000020646	30920	13366	23642	23780
ENSCPBG00000020647	154	79	232	120
ENSCPBG00000020652	1600	697	1331	683
ENSCPBG00000003649	603	227	512	173
ENSCPBG00000020654	7461	3106	6525	1741
ENSCPBG00000020656	8	7	12	10
ENSCPBG00000020657	538	283	503	220
ENSCPBG00000020658	48	21	51	1
ENSCPBG00000020659	14	5	8	1
ENSCPBG00000020663	312	114	233	142
ENSCPBG00000020664	19	2	10	0
ENSCPBG00000020671	68	26	54	5
ENSCPBG00000020672	739	291	1100	122
ENSCPBG00000020676	302	155	254	77
ENSCPBG00000001793	1771	656	2018	396
ENSCPBG00000025800	284	114	238	44
ENSCPBG00000020687	2	3	2	2
ENSCPBG00000020689	155	58	126	24
ENSCPBG00000011606	1295	492	1295	669
ENSCPBG00000011751	3759	2065	4347	3563
ENSCPBG00000023911	121	69	81	35
ENSCPBG00000020693	102	48	87	12
ENSCPBG00000014891	99	52	86	18
ENSCPBG00000020694	2443	1216	2040	199
ENSCPBG00000003845	117	63	83	68
ENSCPBG00000020698	1741	846	1877	1281
ENSCPBG00000020701	207	174	312	221
ENSCPBG00000007222	0	3	2	0
ENSCPBG00000020704	2485	1013	2070	726
ENSCPBG00000023136	68	41	63	81
ENSCPBG00000020706	666	279	516	83
ENSCPBG00000020707	1945	807	1848	413
ENSCPBG00000020708	388	170	370	201
ENSCPBG00000020711	10308	4216	7661	7933
ENSCPBG00000020712	409	174	314	246
ENSCPBG00000022841	1	0	4	2
ENSCPBG00000020714	65	39	59	21
ENSCPBG00000026228	2333	1021	2236	1041
ENSCPBG00000020717	1839	627	1769	391
ENSCPBG00000027334	937	391	862	381
ENSCPBG00000022590	38	17	31	0
ENSCPBG00000022683	74	20	47	8
ENSCPBG00000020725	96	25	101	26
ENSCPBG00000022074	3	2	1	0
ENSCPBG00000006018	55	19	49	16
ENSCPBG00000020734	263	166	296	145
ENSCPBG00000020737	1211	484	1158	297
ENSCPBG00000020738	105	49	99	4
ENSCPBG00000003790	56	17	56	13
ENSCPBG00000020740	251	112	251	121
ENSCPBG00000021930	35	14	42	38
ENSCPBG00000020744	1179	426	1162	259
ENSCPBG00000020749	323	106	316	79
ENSCPBG00000012540	768	358	774	142
ENSCPBG00000023134	19	5	7	1
ENSCPBG00000020754	204	57	167	57
ENSCPBG00000020755	169	73	161	133
ENSCPBG00000020757	1130	534	1375	171
ENSCPBG00000020765	2	1	1	2
ENSCPBG00000020772	3949	1280	2947	135
ENSCPBG00000011290	97	39	61	2
ENSCPBG00000020774	3	0	5	3
ENSCPBG00000020785	23	2	16	12
ENSCPBG00000020793	1327	482	1201	428
ENSCPBG00000007855	91	38	86	15
ENSCPBG00000020797	1051	380	934	737
ENSCPBG00000006927	51	34	58	13
ENSCPBG00000020798	404	137	336	86
ENSCPBG00000024476	61	25	50	19
ENSCPBG00000020808	1014	334	863	531
ENSCPBG00000020812	422	274	440	438
ENSCPBG00000000094	686	362	502	163
ENSCPBG00000012487	1596	647	1642	593
ENSCPBG00000020814	1596	648	1455	611
ENSCPBG00000020815	751	247	795	167
ENSCPBG00000020817	5	8	6	6
ENSCPBG00000020820	2705	1162	2429	936
ENSCPBG00000006661	758	297	626	584
ENSCPBG00000020822	88	22	81	74
ENSCPBG00000016116	67	46	60	40
ENSCPBG00000026969	8479	3550	7143	3542
ENSCPBG00000023084	667	244	721	196
ENSCPBG00000008216	5040	2033	4273	1549
ENSCPBG00000020823	7686	3917	7320	3373
ENSCPBG00000006890	80	41	132	45
ENSCPBG00000016032	3	2	3	2
ENSCPBG00000020831	148	90	189	147
ENSCPBG00000026257	22	15	30	17
ENSCPBG00000020850	732	267	741	350
ENSCPBG00000020852	42	23	37	20
ENSCPBG00000025553	22010	10725	18760	792
ENSCPBG00000020857	1764	776	1366	849
ENSCPBG00000024369	902	333	732	257
ENSCPBG00000020858	12557	5412	11545	2229
ENSCPBG00000020862	2041	836	1647	512
ENSCPBG00000026325	986	371	958	253
ENSCPBG00000020864	932	389	766	195
ENSCPBG00000012294	5	1	1	3
ENSCPBG00000008368	8808	3532	9199	729
ENSCPBG00000021529	241	125	216	231
ENSCPBG00000020872	269	108	300	83
ENSCPBG00000020741	61	13	38	65
ENSCPBG00000020876	3	2	4	0
ENSCPBG00000020877	3544	1469	3072	1045
ENSCPBG00000020879	2912	1373	2985	2440
ENSCPBG00000001489	339	119	234	173
ENSCPBG00000020885	854	341	661	431
ENSCPBG00000020886	109	59	90	50
ENSCPBG00000018424	386	151	298	238
ENSCPBG00000020890	94	50	60	28
ENSCPBG00000018485	14	6	21	0
