	turtle_3_control_1	turtle_3_control_2	turtle_3_lps_8h	turtle_5_lps_8h
ENSCPBG00000011698	295	90	255	107
ENSCPBG00000003981	112	58	112	85
ENSCPBG00000001475	1690	745	1638	428
ENSCPBG00000023617	3442	1258	3109	694
ENSCPBG00000013869	292	104	326	70
ENSCPBG00000005419	4	0	2	0
ENSCPBG00000005426	1909	593	1557	1038
ENSCPBG00000005867	1138	417	1061	485
ENSCPBG00000008879	300	121	273	120
ENSCPBG00000022414	47	21	47	95
ENSCPBG00000027486	4670	2204	3868	953
ENSCPBG00000019175	1559	740	1428	105
ENSCPBG00000005430	7	3	6	10
ENSCPBG00000005728	250	116	284	93
ENSCPBG00000003424	100	79	145	59
ENSCPBG00000027532	856	401	726	39
ENSCPBG00000005433	51	14	64	32
ENSCPBG00000008314	291	60	268	159
ENSCPBG00000005434	2208	909	1935	1480
ENSCPBG00000020661	34	20	36	10
ENSCPBG00000026476	5210	1756	6529	274
ENSCPBG00000005439	49	11	35	56
ENSCPBG00000019021	16	5	9	4
ENSCPBG00000025619	835	257	763	207
ENSCPBG00000006367	197	62	174	75
ENSCPBG00000004051	1847	704	2015	10
ENSCPBG00000001371	1470	660	1521	206
ENSCPBG00000005500	1344	532	1906	180
ENSCPBG00000000755	835	380	714	239
ENSCPBG00000005454	185	69	123	158
ENSCPBG00000017476	91	55	121	19
ENSCPBG00000027665	2	0	0	2
ENSCPBG00000025180	10	7	10	5
ENSCPBG00000021228	238	66	178	122
ENSCPBG00000017562	239	111	278	61
ENSCPBG00000012502	934	327	879	273
ENSCPBG00000018655	1354	578	1384	369
ENSCPBG00000005475	390	213	334	109
ENSCPBG00000005497	5	0	5	0
ENSCPBG00000002649	467	220	353	69
ENSCPBG00000016203	3	3	4	0
ENSCPBG00000020742	314	153	253	92
ENSCPBG00000027979	96	50	72	35
ENSCPBG00000008864	182	76	161	152
ENSCPBG00000011093	351	151	290	12
ENSCPBG00000013848	810	312	750	140
ENSCPBG00000019742	495	193	460	0
ENSCPBG00000006077	2	1	3	1
ENSCPBG00000009985	14	5	6	62
ENSCPBG00000019604	760	420	703	645
ENSCPBG00000012335	26	9	27	2
ENSCPBG00000011817	908	371	715	1141
ENSCPBG00000007514	69	28	98	26
ENSCPBG00000011184	26	7	10	21
ENSCPBG00000006537	1023	396	789	386
ENSCPBG00000023702	2	3	5	2
ENSCPBG00000017912	29	15	32	5
ENSCPBG00000018866	1542	728	1204	575
ENSCPBG00000020992	276	106	206	27
ENSCPBG00000000840	331	162	258	172
ENSCPBG00000007989	0	0	2	3
ENSCPBG00000002072	3	0	3	4
ENSCPBG00000018928	963	420	831	414
ENSCPBG00000005509	2981	1258	2420	857
ENSCPBG00000010619	842	353	742	92
ENSCPBG00000012044	4043	1710	4251	2371
ENSCPBG00000001037	135	73	141	66
ENSCPBG00000001788	261	102	262	232
ENSCPBG00000004670	559	271	499	621
ENSCPBG00000013583	117	44	71	29
ENSCPBG00000024274	513	206	554	15
ENSCPBG00000011298	1281	620	1340	233
ENSCPBG00000009349	64	37	56	44
ENSCPBG00000005521	69	10	53	19
ENSCPBG00000015189	1231	499	1092	285
ENSCPBG00000020866	819	309	685	185
ENSCPBG00000003652	239	110	216	77
ENSCPBG00000005533	352	267	451	318
ENSCPBG00000003950	718	322	632	273
ENSCPBG00000001849	1221	409	1145	469
ENSCPBG00000020675	3394	1678	3455	1074
ENSCPBG00000027561	2467	821	2372	873
ENSCPBG00000003522	215	81	206	28
ENSCPBG00000021261	4	1	4	1
ENSCPBG00000012692	846	365	624	333
ENSCPBG00000025860	3393	1560	2869	1367
ENSCPBG00000005257	67	29	66	19
ENSCPBG00000005326	8	1	6	1
ENSCPBG00000006390	1009	412	899	533
ENSCPBG00000023057	2089	940	1547	662
ENSCPBG00000026396	13530	6681	9610	37211
ENSCPBG00000011915	805	377	684	404
ENSCPBG00000006164	283	112	224	199
ENSCPBG00000014590	241	126	216	9
ENSCPBG00000012753	1621	619	1195	288
ENSCPBG00000005569	259	93	289	56
ENSCPBG00000005570	10	7	9	2
ENSCPBG00000005571	492	244	371	272
ENSCPBG00000022728	931	402	770	345
ENSCPBG00000005580	9	9	16	1
ENSCPBG00000012640	1116	558	1106	583
ENSCPBG00000002609	61	39	56	104
ENSCPBG00000015900	310	90	299	139
ENSCPBG00000018586	11	4	8	2
ENSCPBG00000015987	32	22	69	11
ENSCPBG00000005584	93	47	86	75
ENSCPBG00000026139	245	101	186	226
ENSCPBG00000015849	118	56	123	81
ENSCPBG00000006655	85	40	49	109
ENSCPBG00000026444	918	411	921	843
ENSCPBG00000005591	277	95	236	65
ENSCPBG00000014058	114	24	79	43
ENSCPBG00000026115	6	4	13	1
ENSCPBG00000013628	127	70	99	23
ENSCPBG00000021937	253	95	269	6
ENSCPBG00000006003	112	41	106	49
ENSCPBG00000005600	28	17	34	17
ENSCPBG00000008130	0	3	2	0
ENSCPBG00000003703	872	349	1267	144
ENSCPBG00000005602	2	2	3	0
ENSCPBG00000008299	96	33	68	64
ENSCPBG00000023906	15	6	12	1
ENSCPBG00000006462	180	71	143	30
ENSCPBG00000005608	495	178	431	164
ENSCPBG00000012616	1139	538	923	316
ENSCPBG00000009966	2532	1094	2386	1270
ENSCPBG00000011446	1174	353	1016	593
ENSCPBG00000021918	44	16	36	27
ENSCPBG00000009448	658	251	620	311
ENSCPBG00000016319	31622	14875	36052	10607
ENSCPBG00000004969	63	43	104	21
ENSCPBG00000005631	604	226	482	40
ENSCPBG00000012803	6	4	8	0
ENSCPBG00000016758	1910	742	1805	128
ENSCPBG00000001138	9706	4089	9863	3632
ENSCPBG00000005648	345	201	399	134
ENSCPBG00000023700	3	3	0	1
ENSCPBG00000001007	46	25	40	1
ENSCPBG00000010211	88	60	137	89
ENSCPBG00000015255	109	32	109	39
ENSCPBG00000024508	43	24	68	19
ENSCPBG00000007967	2	1	3	0
ENSCPBG00000020386	4979	2776	4772	2209
ENSCPBG00000027393	411	131	387	103
ENSCPBG00000012168	214	85	213	103
ENSCPBG00000022829	31	8	34	16
ENSCPBG00000027313	12	3	7	36
ENSCPBG00000006429	23	13	23	8
ENSCPBG00000003012	84	50	112	41
ENSCPBG00000005512	389	144	506	207
ENSCPBG00000026062	0	0	2	2
ENSCPBG00000009938	23	17	23	21
ENSCPBG00000020870	87	25	67	39
ENSCPBG00000010955	206	72	197	80
ENSCPBG00000005673	226	106	176	77
ENSCPBG00000016163	51	23	80	16
ENSCPBG00000027396	6	2	2	10
ENSCPBG00000005676	139	42	97	16
ENSCPBG00000007520	195	68	188	122
ENSCPBG00000005966	16	7	11	0
ENSCPBG00000011541	4	2	2	0
ENSCPBG00000009047	16267	7362	12775	18937
ENSCPBG00000009036	4992	2222	4260	1275
ENSCPBG00000005697	173	90	190	244
ENSCPBG00000014505	6125	2726	5363	768
ENSCPBG00000006286	38	18	39	8
ENSCPBG00000002305	600	259	533	492
ENSCPBG00000005714	559	194	559	165
ENSCPBG00000006810	116	25	113	4
ENSCPBG00000018690	47	19	49	1
ENSCPBG00000011908	35	27	23	37
ENSCPBG00000012166	562	237	474	314
ENSCPBG00000006490	56	21	38	0
ENSCPBG00000014898	230	88	184	122
ENSCPBG00000009990	8819	4176	9789	3941
ENSCPBG00000010964	10800	4618	8451	4286
ENSCPBG00000001708	379	159	367	277
ENSCPBG00000005723	353	110	307	146
ENSCPBG00000008401	336	176	396	176
ENSCPBG00000018384	935	302	958	167
ENSCPBG00000019371	30	23	35	18
ENSCPBG00000005724	5036	1446	4907	1165
ENSCPBG00000005725	11	9	8	13
ENSCPBG00000002778	133	66	108	132
ENSCPBG00000005731	605	195	489	212
ENSCPBG00000009318	148	65	170	77
ENSCPBG00000005739	69	30	75	32
ENSCPBG00000009377	27	23	63	20
ENSCPBG00000005720	8315	2470	7087	495
ENSCPBG00000013034	2678	1134	2255	1830
ENSCPBG00000011173	401	150	348	144
ENSCPBG00000012626	457	229	333	19
ENSCPBG00000013767	1953	912	1652	808
ENSCPBG00000018405	615	202	546	347
ENSCPBG00000005750	1799	655	1786	226
ENSCPBG00000018398	6	1	10	0
ENSCPBG00000005753	1824	685	1554	598
ENSCPBG00000017850	769	359	688	265
ENSCPBG00000006289	522	240	583	20
ENSCPBG00000027097	26	20	23	8
ENSCPBG00000007110	1919	769	1653	131
ENSCPBG00000011169	87	40	82	52
ENSCPBG00000005768	13156	4741	12571	3518
ENSCPBG00000003547	585	223	469	39
ENSCPBG00000005789	128	62	98	51
ENSCPBG00000011039	118	43	115	33
ENSCPBG00000028070	138	75	173	100
ENSCPBG00000020121	12	12	19	12
ENSCPBG00000025993	415	141	464	92
ENSCPBG00000024397	613	232	609	166
ENSCPBG00000007125	59	36	84	80
ENSCPBG00000009327	296	116	258	158
ENSCPBG00000005795	433	180	414	133
ENSCPBG00000000527	14	2	8	0
ENSCPBG00000018570	47	32	57	30
ENSCPBG00000021911	202	90	190	64
ENSCPBG00000026361	181	68	192	38
ENSCPBG00000012455	1440	637	1380	901
ENSCPBG00000012754	2924	1308	2805	1281
ENSCPBG00000018098	9989	3667	8997	6693
ENSCPBG00000007725	719	281	591	24
ENSCPBG00000023093	182	76	183	48
ENSCPBG00000026731	3078	1250	2901	727
ENSCPBG00000005811	182	133	199	2
ENSCPBG00000005823	194	104	188	270
ENSCPBG00000015913	2824	1398	2789	611
ENSCPBG00000009986	240	116	165	2
ENSCPBG00000005835	265	104	266	94
ENSCPBG00000005839	1461	777	1453	858
ENSCPBG00000004747	2469	1093	2072	1177
ENSCPBG00000011805	625	314	614	10
ENSCPBG00000020884	3	0	2	0
ENSCPBG00000026213	795	335	668	299
ENSCPBG00000006802	5	3	2	0
ENSCPBG00000012687	3013	1417	2521	1950
ENSCPBG00000020208	5843	2033	6877	1654
ENSCPBG00000023162	85	29	51	78
ENSCPBG00000027061	3205	1576	2849	1055
ENSCPBG00000007200	35	17	31	8
ENSCPBG00000022574	473	253	391	46
ENSCPBG00000009908	942	466	844	292
ENSCPBG00000002746	653	330	494	186
ENSCPBG00000005859	253	143	170	94
ENSCPBG00000005866	559	208	529	24
ENSCPBG00000001117	121	60	111	14
ENSCPBG00000006701	4	2	0	9
ENSCPBG00000025152	2806	1015	2667	109
ENSCPBG00000005870	2248	781	1676	535
ENSCPBG00000020376	7	2	1	0
ENSCPBG00000005874	162	95	133	421
ENSCPBG00000013957	502	203	440	54
ENSCPBG00000025142	1101	512	1410	942
ENSCPBG00000019113	1367	627	1153	764
ENSCPBG00000024676	143	69	100	13
ENSCPBG00000010314	3682	1502	3323	1169
ENSCPBG00000013122	290	91	249	125
ENSCPBG00000009112	2310	874	2002	564
ENSCPBG00000006923	746	346	714	535
ENSCPBG00000015745	3	0	2	1
ENSCPBG00000027649	1219	498	1049	431
ENSCPBG00000005241	339	143	279	147
ENSCPBG00000005893	168	63	116	70
ENSCPBG00000005313	77	30	62	19
ENSCPBG00000005894	878	451	883	79
ENSCPBG00000014563	2134	939	1767	1898
ENSCPBG00000005898	8	9	3	0
ENSCPBG00000018952	1113	542	960	697
ENSCPBG00000001152	1636	599	1429	296
ENSCPBG00000006982	748	382	636	241
ENSCPBG00000015874	465	214	381	235
ENSCPBG00000005909	9	1	6	5
ENSCPBG00000003392	597	238	434	400
ENSCPBG00000010364	809	391	714	80
ENSCPBG00000018718	157	55	151	262
ENSCPBG00000005922	236	76	179	297
ENSCPBG00000005928	401	151	428	339
ENSCPBG00000013072	2716	1128	2243	826
ENSCPBG00000023213	198	117	196	58
ENSCPBG00000024436	12962	5651	12142	4132
ENSCPBG00000028136	1039	429	885	288
ENSCPBG00000001466	10455	4613	9348	6568
ENSCPBG00000005931	5	6	8	29
ENSCPBG00000010408	439	251	314	217
ENSCPBG00000005935	399	178	320	41
ENSCPBG00000024332	7	3	8	1
ENSCPBG00000011049	607	312	613	174
ENSCPBG00000004184	192	75	114	191
ENSCPBG00000015299	3	1	6	2
ENSCPBG00000023089	117	56	126	170
ENSCPBG00000008928	90	32	72	241
ENSCPBG00000000056	231	129	306	120
ENSCPBG00000020644	14	14	12	13
ENSCPBG00000005944	2	2	3	2
ENSCPBG00000011996	98	54	96	85
ENSCPBG00000004106	941	389	952	372
ENSCPBG00000023534	117	65	137	18
ENSCPBG00000023998	120	53	112	45
ENSCPBG00000025501	1629	893	1561	512
ENSCPBG00000027583	418	150	349	49
ENSCPBG00000009122	4123	1840	3906	110
ENSCPBG00000021465	71	35	90	247
ENSCPBG00000005962	1176	444	1043	363
ENSCPBG00000008189	409	230	405	103
ENSCPBG00000000376	193	94	168	64
ENSCPBG00000005963	3	0	4	4
ENSCPBG00000023605	28	15	35	4
ENSCPBG00000007026	918	332	997	522
ENSCPBG00000008391	1022	419	950	470
ENSCPBG00000022543	372	178	267	251
ENSCPBG00000005250	82	20	49	11
ENSCPBG00000023680	769	285	867	181
ENSCPBG00000005967	210	79	181	98
ENSCPBG00000012854	4489	1904	3764	1921
ENSCPBG00000009003	203	77	177	47
ENSCPBG00000005970	954	358	785	386
ENSCPBG00000002686	8348	3066	7107	4698
ENSCPBG00000007081	12	10	9	0
ENSCPBG00000023920	477	157	454	83
ENSCPBG00000005978	5	2	1	0
ENSCPBG00000015048	290	74	309	220
ENSCPBG00000013840	169	85	168	93
ENSCPBG00000021789	6	5	1	0
ENSCPBG00000026779	18929	6101	14246	1296
ENSCPBG00000001251	2013	813	1653	478
ENSCPBG00000005986	73	27	70	36
ENSCPBG00000009789	1037	445	1226	22
ENSCPBG00000003658	746	389	765	317
ENSCPBG00000006233	23	7	16	3
ENSCPBG00000015216	223	73	170	33
ENSCPBG00000003193	328	195	348	267
ENSCPBG00000010648	7033	2488	5497	460
ENSCPBG00000009375	89	41	71	33
ENSCPBG00000024343	2273	947	2070	503
ENSCPBG00000006259	349	112	499	351
ENSCPBG00000010746	6473	3003	4728	4495
ENSCPBG00000008844	1502	684	1329	736
ENSCPBG00000016420	39	19	29	25
ENSCPBG00000004273	18	9	13	4
ENSCPBG00000009810	69	33	55	30
ENSCPBG00000004990	162	46	152	77
ENSCPBG00000006017	1185	508	1189	372
ENSCPBG00000015638	330	117	247	45
ENSCPBG00000008710	32	18	39	15
ENSCPBG00000008562	170	58	130	13
ENSCPBG00000015521	642	274	580	231
ENSCPBG00000011506	3134	1432	2905	1063
ENSCPBG00000006022	26	18	25	27
ENSCPBG00000006023	3	1	4	2
ENSCPBG00000006639	238	85	239	109
ENSCPBG00000011533	142	55	138	72
ENSCPBG00000012684	220	125	212	172
ENSCPBG00000020189	232	125	237	72
ENSCPBG00000016791	2534	935	2385	887
ENSCPBG00000006032	728	244	495	305
ENSCPBG00000006042	792	357	709	793
ENSCPBG00000006605	24	12	6	8
ENSCPBG00000018892	122	51	162	42
ENSCPBG00000004100	1415	556	1472	417
ENSCPBG00000009395	6	7	9	5
ENSCPBG00000019030	19	5	16	38
ENSCPBG00000020628	15	2	11	2
ENSCPBG00000016220	216	112	241	172
ENSCPBG00000006061	45	32	47	29
ENSCPBG00000006270	92	46	70	27
ENSCPBG00000026178	3996	1566	4387	1438
ENSCPBG00000006062	452	144	339	320
ENSCPBG00000011089	78	40	93	46
ENSCPBG00000000915	494	223	444	277
ENSCPBG00000011513	9	2	4	2
ENSCPBG00000002134	103	57	105	62
ENSCPBG00000026761	540	242	546	176
ENSCPBG00000006070	9	5	12	2
ENSCPBG00000014588	14	9	15	0
ENSCPBG00000006897	4286	1873	3818	1095
ENSCPBG00000002178	826	409	761	489
ENSCPBG00000006076	3186	1694	3107	1270
ENSCPBG00000006632	1402	569	1246	472
ENSCPBG00000005853	1266	473	1261	3
ENSCPBG00000008891	284	94	313	137
ENSCPBG00000003301	338	117	409	227
ENSCPBG00000021168	567	274	603	403
ENSCPBG00000006131	4	11	14	0
ENSCPBG00000016912	630	328	517	1024
ENSCPBG00000027186	1615	571	1406	328
ENSCPBG00000006083	55	12	24	164
ENSCPBG00000024817	102	37	110	36
ENSCPBG00000014155	1979	739	1875	423
ENSCPBG00000006087	444	147	483	22
ENSCPBG00000017627	300	161	297	73
ENSCPBG00000023914	155	67	159	55
ENSCPBG00000006093	499	267	545	258
ENSCPBG00000012907	361	252	381	282
ENSCPBG00000009602	3987	1569	4192	2426
ENSCPBG00000021263	3668	1495	3217	1325
ENSCPBG00000003020	548	267	565	326
ENSCPBG00000006105	1531	616	1343	361
ENSCPBG00000020065	400	144	350	213
ENSCPBG00000010229	435	236	380	309
ENSCPBG00000018221	1070	600	1210	960
ENSCPBG00000006111	1726	808	1396	726
ENSCPBG00000006938	142	46	114	152
ENSCPBG00000027132	9049	3936	6158	6020
ENSCPBG00000011684	16	9	13	0
ENSCPBG00000006124	2897	1360	2930	972
ENSCPBG00000006125	139	57	110	45
ENSCPBG00000006582	246	137	223	196
ENSCPBG00000006126	2271	804	2015	640
ENSCPBG00000018238	19	6	29	20
ENSCPBG00000007681	2	0	2	0
ENSCPBG00000007267	192	81	267	31
ENSCPBG00000002422	520	270	382	130
ENSCPBG00000006137	2332	884	2274	482
ENSCPBG00000014550	19699	8787	16810	829
ENSCPBG00000006138	7	10	10	18
ENSCPBG00000016895	1324	590	1070	539
ENSCPBG00000005090	137	29	121	28
ENSCPBG00000006143	249	114	218	92
ENSCPBG00000006144	29790	12597	27281	5758
ENSCPBG00000000333	635	235	696	489
ENSCPBG00000006147	482	188	430	95
ENSCPBG00000015492	89	46	62	50
ENSCPBG00000006859	1080	504	980	626
ENSCPBG00000017755	22	5	16	28
ENSCPBG00000025655	189	82	150	80
ENSCPBG00000026928	3	0	2	1
ENSCPBG00000006155	865	342	900	220
ENSCPBG00000002035	193	86	247	45
ENSCPBG00000008984	339	155	312	181
ENSCPBG00000000883	1657	748	1129	1852
ENSCPBG00000014774	380	116	386	165
ENSCPBG00000023747	1584	733	1386	501
ENSCPBG00000004395	212	72	201	91
ENSCPBG00000000585	33582	15575	27455	566
ENSCPBG00000017159	279	177	399	157
ENSCPBG00000001168	288	181	342	50
ENSCPBG00000023559	9	6	20	0
ENSCPBG00000004345	1764	638	1473	540
ENSCPBG00000006791	490	180	373	11
ENSCPBG00000011498	39	20	32	18
ENSCPBG00000009790	137	95	138	102
ENSCPBG00000018662	1772	748	1715	122
ENSCPBG00000006180	349	180	375	142
ENSCPBG00000004449	2916	1394	2526	1688
ENSCPBG00000006184	12	7	8	4
ENSCPBG00000005133	34	13	32	16
ENSCPBG00000005514	21	9	11	2
ENSCPBG00000006195	1361	586	1519	409
ENSCPBG00000007663	62	20	42	19
ENSCPBG00000006198	201	73	212	141
ENSCPBG00000007616	682	283	532	177
ENSCPBG00000010666	383	171	260	208
ENSCPBG00000021597	148	50	111	37
ENSCPBG00000023176	621	209	471	169
ENSCPBG00000013014	39	26	46	18
ENSCPBG00000026550	60	19	60	69
ENSCPBG00000006203	18	14	30	27
ENSCPBG00000015144	108	56	86	25
ENSCPBG00000009102	11	2	7	3
ENSCPBG00000004966	1010	436	848	281
ENSCPBG00000002419	6298	2629	5803	160
ENSCPBG00000006212	80	32	65	18
ENSCPBG00000006214	1167	452	1012	283
ENSCPBG00000022727	22	12	14	12
ENSCPBG00000024571	420	169	390	116
ENSCPBG00000027893	115	45	191	118
ENSCPBG00000013776	807	334	737	63
ENSCPBG00000006827	1	7	11	12
ENSCPBG00000007213	622	172	604	130
ENSCPBG00000006925	4718	2093	3952	99
ENSCPBG00000006227	89	51	67	18
ENSCPBG00000013941	324	99	236	187
ENSCPBG00000006177	5657	2333	5484	1909
ENSCPBG00000003569	1091	427	1049	1041
ENSCPBG00000006249	13	9	15	88
ENSCPBG00000009477	119	41	100	27
ENSCPBG00000006251	88	27	77	30
ENSCPBG00000006613	1392	550	1107	275
ENSCPBG00000018833	1716	731	1438	862
ENSCPBG00000006271	1862	721	1566	461
ENSCPBG00000014633	7875	5432	11129	4188
ENSCPBG00000006272	498	357	823	158
ENSCPBG00000006943	1718	803	1620	857
ENSCPBG00000006273	353	149	300	64
ENSCPBG00000028122	289	123	242	63
ENSCPBG00000021583	5	2	0	0
ENSCPBG00000006274	43	17	43	16
ENSCPBG00000027004	10	8	22	5
ENSCPBG00000007701	7	4	11	3
ENSCPBG00000006225	1153	421	925	361
ENSCPBG00000006818	5	6	4	22
ENSCPBG00000018636	21	4	23	3
ENSCPBG00000010221	279	129	168	173
ENSCPBG00000003540	19	9	26	3
ENSCPBG00000014250	37534	13118	28336	63
ENSCPBG00000006287	37	11	32	6
ENSCPBG00000006292	242	105	260	463
ENSCPBG00000019631	5	1	8	0
ENSCPBG00000025563	1022	465	884	195
ENSCPBG00000025551	29	16	31	13
ENSCPBG00000019074	10	9	11	5
ENSCPBG00000003770	132	55	123	145
ENSCPBG00000014737	20	6	29	5
ENSCPBG00000011768	100	43	91	21
ENSCPBG00000025302	9582	4480	9498	10871
ENSCPBG00000018438	129	55	125	125
ENSCPBG00000023736	8	4	3	2
ENSCPBG00000006303	5577	2076	5143	1989
ENSCPBG00000004123	258	103	222	279
ENSCPBG00000013866	33	12	28	88
ENSCPBG00000019441	1096	491	1238	83
ENSCPBG00000024510	2962	1670	3536	55
ENSCPBG00000008081	78	29	42	27
ENSCPBG00000000028	15	1	8	5
ENSCPBG00000018170	3952	1400	3800	1137
ENSCPBG00000024305	16	2	3	0
ENSCPBG00000002707	118	60	84	83
ENSCPBG00000003572	4	1	3	0
ENSCPBG00000019133	18	14	24	15
ENSCPBG00000017547	39	16	32	8
ENSCPBG00000011079	5	0	3	7
ENSCPBG00000003478	36	1	12	4
ENSCPBG00000006323	37	8	45	9
ENSCPBG00000019394	14	4	19	3
ENSCPBG00000006407	90	20	60	2
ENSCPBG00000006560	1636	798	1226	681
ENSCPBG00000016485	21	9	12	92
ENSCPBG00000012733	890	301	736	125
ENSCPBG00000011444	3	1	2	1
ENSCPBG00000007131	3	5	6	1
ENSCPBG00000014871	4988	2083	4366	1882
ENSCPBG00000019224	29	15	22	8
ENSCPBG00000006347	13	10	11	25
ENSCPBG00000006357	82	47	60	25
ENSCPBG00000009991	286	110	229	149
ENSCPBG00000022787	19671	8301	14988	12353
ENSCPBG00000009503	1496	625	1281	768
ENSCPBG00000013799	327	111	278	261
ENSCPBG00000008885	187	85	195	18
ENSCPBG00000007120	14	8	6	27
ENSCPBG00000021746	500	199	438	361
ENSCPBG00000006363	1088	488	1099	469
ENSCPBG00000019950	28	10	25	2
ENSCPBG00000013956	67	29	65	47
ENSCPBG00000006369	1888	707	1540	819
ENSCPBG00000006371	3095	1377	2736	960
ENSCPBG00000022052	5856	610	3917	2480
ENSCPBG00000006385	26	21	28	32
ENSCPBG00000013592	444	194	408	122
ENSCPBG00000023778	227	90	228	64
ENSCPBG00000014921	5	2	7	3
ENSCPBG00000011917	200	77	131	77
ENSCPBG00000006394	661	350	541	221
ENSCPBG00000025780	374	149	320	74
ENSCPBG00000006397	372	125	318	170
ENSCPBG00000006402	560	242	819	190
ENSCPBG00000003212	108	32	73	32
ENSCPBG00000010665	7119	3249	5913	4868
ENSCPBG00000006872	28	8	19	19
ENSCPBG00000006408	1768	775	1667	964
ENSCPBG00000006412	247	90	242	144
ENSCPBG00000025540	857	397	926	240
ENSCPBG00000013986	475	160	360	142
ENSCPBG00000026107	515	238	463	342
ENSCPBG00000006420	672	230	499	191
ENSCPBG00000010884	1200	528	1052	304
ENSCPBG00000014497	26003	8837	24279	10255
ENSCPBG00000011534	91	34	68	26
ENSCPBG00000010380	174	71	111	41
ENSCPBG00000008205	315	134	305	82
ENSCPBG00000006437	309	109	250	172
ENSCPBG00000006443	2721	1241	2745	1942
ENSCPBG00000019343	39	15	24	30
ENSCPBG00000005592	3	0	5	4
ENSCPBG00000006448	110	50	176	8
ENSCPBG00000014320	2092	783	2332	288
ENSCPBG00000013403	1127	424	922	275
ENSCPBG00000012844	2729	945	2204	1500
ENSCPBG00000018979	2	3	8	2
ENSCPBG00000006453	490	171	400	124
ENSCPBG00000017196	1364	668	1564	589
ENSCPBG00000005906	394	134	332	51
ENSCPBG00000006660	25	23	34	7
ENSCPBG00000006476	71	20	67	45
ENSCPBG00000016872	6768	3173	6217	172
ENSCPBG00000000071	2	1	2	0
ENSCPBG00000013845	0	2	2	1
ENSCPBG00000012367	6839	2731	5544	1972
ENSCPBG00000006488	6	2	2	1
ENSCPBG00000017800	70	42	104	40
ENSCPBG00000006492	1250	444	1180	286
ENSCPBG00000008886	56	21	40	30
ENSCPBG00000025697	299	186	373	154
ENSCPBG00000009256	1177	454	1147	377
ENSCPBG00000021812	89	34	123	70
ENSCPBG00000012632	773	311	637	229
ENSCPBG00000010472	413	169	261	87
ENSCPBG00000002811	884	339	771	254
ENSCPBG00000006917	473	169	431	55
ENSCPBG00000006543	754	340	678	210
ENSCPBG00000012828	996	469	940	505
ENSCPBG00000006544	89	44	114	41
ENSCPBG00000027089	333	178	292	66
ENSCPBG00000020780	271	126	223	122
ENSCPBG00000006545	1086	452	796	319
ENSCPBG00000013758	213	50	239	12
ENSCPBG00000008807	532	222	390	160
ENSCPBG00000013272	208	80	240	39
ENSCPBG00000006553	4292	1825	3577	1691
ENSCPBG00000024492	138	51	143	36
ENSCPBG00000003814	157	61	137	50
ENSCPBG00000028021	2569	1063	1960	1458
ENSCPBG00000006562	18	4	30	2
ENSCPBG00000011734	462	162	435	149
ENSCPBG00000024941	259	96	226	236
ENSCPBG00000006564	735	264	640	219
ENSCPBG00000008101	12439	4344	12784	1073
ENSCPBG00000018706	1318	466	1131	379
ENSCPBG00000011002	11	11	12	2
ENSCPBG00000007173	65	16	50	1
ENSCPBG00000021908	0	0	2	3
ENSCPBG00000006586	527	220	520	78
ENSCPBG00000005558	3	2	1	14
ENSCPBG00000026296	1609	529	1643	182
ENSCPBG00000007007	628	218	842	5
ENSCPBG00000001772	34	14	25	5
ENSCPBG00000006600	16	1	2	2
ENSCPBG00000000939	865	308	621	348
ENSCPBG00000000048	0	0	3	4
ENSCPBG00000006608	43004	18791	33552	28220
ENSCPBG00000006610	2238	909	1973	1094
ENSCPBG00000005236	584	211	656	306
ENSCPBG00000011681	310	134	281	123
ENSCPBG00000001839	5	7	9	3
ENSCPBG00000007829	626	292	513	358
ENSCPBG00000006615	3129	1183	2418	621
ENSCPBG00000001369	538	215	433	248
ENSCPBG00000021997	871	343	800	233
ENSCPBG00000003833	362	126	336	51
ENSCPBG00000009992	22	15	20	0
ENSCPBG00000013663	3040	1322	2441	1426
ENSCPBG00000025162	1690	636	1467	483
ENSCPBG00000011519	242	124	195	130
ENSCPBG00000006652	4938	1799	4115	2150
ENSCPBG00000015909	2	3	1	4
ENSCPBG00000000918	19716	8007	15957	2404
ENSCPBG00000014849	821	337	738	270
ENSCPBG00000020408	1	3	0	2
ENSCPBG00000016081	7	5	9	0
ENSCPBG00000006665	52	39	57	225
ENSCPBG00000002585	693	336	711	111
ENSCPBG00000006671	1430	638	1266	319
ENSCPBG00000028012	2	1	5	0
ENSCPBG00000005523	14507	4821	14073	2936
ENSCPBG00000012736	7040	2831	6265	2483
ENSCPBG00000004180	841	347	740	926
ENSCPBG00000023337	235	96	310	25
ENSCPBG00000005579	25	17	29	13
ENSCPBG00000006684	292	154	315	166
ENSCPBG00000027144	390	277	530	205
ENSCPBG00000010602	793	373	812	406
ENSCPBG00000016581	28	7	15	3
ENSCPBG00000005253	2135	871	1915	1039
ENSCPBG00000006692	2159	760	2015	681
ENSCPBG00000026016	1247	288	1129	325
ENSCPBG00000012427	277	102	260	106
ENSCPBG00000007101	2280	623	2083	28
ENSCPBG00000015113	53	20	48	34
ENSCPBG00000010073	7	5	7	3
ENSCPBG00000020544	505	219	464	151
ENSCPBG00000022532	8	1	16	5
ENSCPBG00000006304	372	205	348	506
ENSCPBG00000021653	14126	5313	11189	9302
ENSCPBG00000006699	2840	1221	2676	614
