lps_names,lps_logfoldchanges,lps_pvals,lps_pvals_adj,lps_pts,UNST_pts,1to1_bat_dragon
VAMP3,0.238570973,9.68608e-09,3.07259e-07,0.277984666,0.244225138,VAMP3
MRPS18A,0.30120486,1.01304e-08,3.20557e-07,0.210240964,0.176282399,MRPS18A
MFSD12,0.568326116,1.02529e-08,3.24033e-07,0.136582694,0.104164407,MFSD12
TCEA1,0.201022878,1.05081e-08,3.31687e-07,0.372508215,0.340852402,TCEA1
AKIRIN2,0.218691707,1.07973e-08,3.40395e-07,0.286089814,0.250786249,AKIRIN2
DAZAP2,0.167095602,1.41839e-08,4.4551e-07,0.428422782,0.393775079,DAZAP2
CDK17,0.261142313,1.45118e-08,4.55042e-07,0.211007667,0.174384557,CDK17
PARP8,0.307966053,1.4523e-08,4.55042e-07,0.160898138,0.124444203,PARP8
DDI2,0.249311209,1.66143e-08,5.17394e-07,0.240854326,0.205509164,DDI2
ATP6V1D,0.23578456,1.72673e-08,5.37073e-07,0.285158817,0.253117883,ATP6V1D
CDK12,0.276219696,1.86949e-08,5.79362e-07,0.200109529,0.164570003,CDK12
PLK2,0.768256724,1.97743e-08,6.10589e-07,0.073384447,0.039312439,PLK2
TTC39B,0.291885167,2.14706e-08,6.59774e-07,0.218400876,0.185283592,TTC39B
MAP3K1,0.222321436,2.72261e-08,8.30639e-07,0.299342826,0.267758378,MAP3K1
RBM8A,0.137209788,3.10584e-08,9.43053e-07,0.584501643,0.548584752,RBM8A
PPP3CC,0.37835148,3.38548e-08,1.02431e-06,0.152245345,0.118316885,PPP3CC
CSNK1G3,0.227848858,3.43943e-08,1.03817e-06,0.241292442,0.205346492,CSNK1G3
XIAP_LOC107497750,0.207836896,3.78256e-08,1.13637e-06,0.267907996,0.232024726,XIAP
FCHSD2,0.422833562,4.30337e-08,1.28678e-06,0.147371303,0.114792322,FCHSD2
EHD1,0.375314265,4.43636e-08,1.3219e-06,0.167415115,0.134638326,EHD1
SH3BP5,0.369997382,4.61925e-08,1.3716e-06,0.191949617,0.160991216,SH3BP5
SLC7A11,0.678115547,5.11517e-08,1.50832e-06,0.107447974,0.075751003,SLC7A11
LYN,0.301072687,5.22928e-08,1.53488e-06,0.291456736,0.270903373,LYN
SH3PXD2B,0.936073959,5.64393e-08,1.65216e-06,0.079299014,0.047120703,SH3PXD2B
ANXA2,0.147693381,6.75998e-08,1.96386e-06,0.533953998,0.502548531,ANXA2
TFEC,0.733353019,6.77988e-08,1.9674e-06,0.123220153,0.093861837,TFEC
SLC37A3,0.738168955,7.14232e-08,2.06553e-06,0.084446878,0.052000868,SLC37A3
STAT5B,0.380011946,7.61122e-08,2.19864e-06,0.154928806,0.122492138,STAT5B
