	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_8h	chicken_d_lps_8h
ENSGALG00010029321	17	8	8	8
ENSGALG00010029315	1617	1311	1372	742
ENSGALG00010029311	66	63	86	47
ENSGALG00010029597	1189	799	1198	981
ENSGALG00010029310	712	562	659	440
ENSGALG00010029344	5321	3957	5410	3027
ENSGALG00010029309	57	28	72	46
ENSGALG00010029307	1893	987	1747	1015
ENSGALG00010029305	154	67	126	86
ENSGALG00010029304	801	729	717	334
ENSGALG00010029303	875	536	816	468
ENSGALG00010029301	9721	7745	6748	4462
ENSGALG00010029300	3	13	4	3
ENSGALG00010029298	351	277	307	188
ENSGALG00010029295	274	87	1906	1248
ENSGALG00010029294	709	460	687	367
ENSGALG00010029292	33	12	27	9
ENSGALG00010029290	1684	1128	1050	1066
ENSGALG00010029284	9467	7400	10175	6911
ENSGALG00010029281	942	522	907	373
ENSGALG00010029280	1295	882	1260	921
ENSGALG00010029275	1737	1540	1600	990
ENSGALG00010029274	1712	530	2187	829
ENSGALG00010029273	0	2	15	10
ENSGALG00010029271	7	1	6	2
ENSGALG00010029270	4012	2865	4674	5930
ENSGALG00010029269	296	157	175	99
ENSGALG00010029266	546	310	606	387
ENSGALG00010029264	5	2	3	1
ENSGALG00010029261	111	60	93	56
ENSGALG00010029259	391	277	418	262
ENSGALG00010029255	2885	3203	1996	1091
ENSGALG00010029252	385	284	376	230
ENSGALG00010029251	135	60	147	106
ENSGALG00010029250	1773	1195	1128	700
ENSGALG00010029248	2303	1716	2644	1875
ENSGALG00010029245	486	341	570	224
ENSGALG00010029242	826	575	865	472
ENSGALG00010029241	11	7	11	9
ENSGALG00010029385	1435	1503	1230	443
ENSGALG00010029227	641	434	669	439
ENSGALG00010029224	1148	871	985	597
ENSGALG00010029223	3874	2957	4485	3056
ENSGALG00010029221	106	42	83	30
ENSGALG00010029218	8974	7705	9197	5422
ENSGALG00010029217	152	54	196	123
ENSGALG00010029216	34	23	27	18
ENSGALG00010029212	5130	4980	3910	2639
ENSGALG00010029210	20	21	15	4
ENSGALG00010029207	66	40	95	12
ENSGALG00010029203	16684	13339	19665	13394
ENSGALG00010029200	1138	528	557	529
ENSGALG00010029198	1016	872	1004	470
ENSGALG00010029233	10	4	5	0
ENSGALG00010029196	125	62	127	97
ENSGALG00010029194	60	40	50	22
ENSGALG00010029188	0	0	2	3
ENSGALG00010029187	10359	8769	8293	4319
ENSGALG00010029186	396	282	354	278
ENSGALG00010029181	211	154	301	143
ENSGALG00010029179	108	50	101	72
ENSGALG00010029175	372	224	502	307
ENSGALG00010029172	491	419	451	287
ENSGALG00010029170	226	190	261	230
ENSGALG00010029169	1165	787	1184	630
ENSGALG00010029164	367	209	410	252
ENSGALG00010029163	2500	1633	2144	1610
ENSGALG00010029162	74	87	40	22
ENSGALG00010029158	646	451	629	150
ENSGALG00010029151	2874	1986	2691	999
ENSGALG00010029150	10871	5413	10517	6736
ENSGALG00010029149	45	40	35	12
ENSGALG00010029146	3521	1838	3427	1497
ENSGALG00010029143	450	281	360	144
ENSGALG00010029140	82	38	350	324
ENSGALG00010028926	210	152	88	6
ENSGALG00010028924	316	171	290	169
ENSGALG00010028923	1243	495	860	529
ENSGALG00010028922	7	10	2	2
ENSGALG00010028921	178	103	170	137
ENSGALG00010028916	1	3	5	2
ENSGALG00010028915	10	5	4	12
ENSGALG00010029463	9	19	26	17
ENSGALG00010028914	2279	1343	1725	1391
ENSGALG00010028909	129	61	79	36
ENSGALG00010028901	7	5	5	11
ENSGALG00010028900	2	0	3	0
ENSGALG00010028898	54	11	63	9
ENSGALG00010028897	4234	2417	4337	2570
ENSGALG00010028896	7087	4643	6353	3078
ENSGALG00010028893	4356	4403	3270	2002
ENSGALG00010028887	2917	2329	2873	1977
ENSGALG00010028885	1180	1057	873	451
ENSGALG00010028875	305	215	307	176
ENSGALG00010028872	1075	502	1644	1130
ENSGALG00010028871	1008	713	850	407
ENSGALG00010028870	146	43	110	81
ENSGALG00010028869	22	24	42	25
ENSGALG00010028868	3	0	2	0
ENSGALG00010028860	253	190	257	145
ENSGALG00010028856	2460	1901	1932	1182
ENSGALG00010028854	10867	8592	11855	6057
ENSGALG00010028833	343	193	414	221
ENSGALG00010028829	241	191	281	145
ENSGALG00010028818	4513	4094	3263	1659
ENSGALG00010028783	479	324	475	313
ENSGALG00010028782	7	3	3	1
ENSGALG00010028772	857	488	744	288
ENSGALG00010028771	1918	1254	1450	822
ENSGALG00010028768	55	45	72	24
ENSGALG00010028763	38028	40367	23563	7577
ENSGALG00010028753	46	56	23	27
ENSGALG00010028751	3436	2366	2653	1587
ENSGALG00010028745	1173	808	1085	620
ENSGALG00010028743	780	431	640	403
ENSGALG00010029343	1886	1294	2005	1197
ENSGALG00010028735	33	15	16	12
ENSGALG00010028734	20	15	26	15
ENSGALG00010028695	6	9	2	1
ENSGALG00010028678	3	0	3	6
ENSGALG00010028675	740	349	701	281
ENSGALG00010028671	6	3	8	5
ENSGALG00010028669	1027	353	652	209
ENSGALG00010028658	1339	909	1361	735
ENSGALG00010028626	1577	935	1257	674
ENSGALG00010028613	216	134	198	191
ENSGALG00010028614	6	3	8	1
ENSGALG00010028610	851	562	1074	374
ENSGALG00010028605	134	80	143	78
ENSGALG00010028604	3215	2588	2898	1957
ENSGALG00010028603	432	293	449	236
ENSGALG00010028601	708	292	495	154
ENSGALG00010028596	2766	2143	2382	1139
ENSGALG00010028594	191	111	193	111
ENSGALG00010028593	414	341	355	198
ENSGALG00010028591	214	120	233	92
ENSGALG00010028590	3777	2938	3711	2215
ENSGALG00010028752	2167	1141	1767	933
ENSGALG00010028589	265	157	187	59
ENSGALG00010028587	37	36	24	8
ENSGALG00010028586	869	635	912	501
ENSGALG00010028585	2282	1531	1981	1152
ENSGALG00010030109	487	335	515	339
ENSGALG00010028582	413	288	349	251
ENSGALG00010028580	583	443	524	405
ENSGALG00010029752	0	2	0	3
ENSGALG00010028579	76	26	41	21
ENSGALG00010028575	1743	1360	1667	1018
ENSGALG00010028574	586	379	620	447
ENSGALG00010028573	30	26	69	7
ENSGALG00010028568	1663	969	1110	594
ENSGALG00010028565	291	160	260	232
ENSGALG00010028559	121	74	150	86
ENSGALG00010028553	20	13	26	5
ENSGALG00010028549	104	48	88	38
ENSGALG00010028536	1556	863	1196	665
ENSGALG00010028528	207	100	267	42
ENSGALG00010028525	3	3	0	1
ENSGALG00010028517	361	147	559	267
ENSGALG00010028514	6449	3792	6100	3692
ENSGALG00010028507	5135	1655	4971	1721
ENSGALG00010028505	3	5	2	0
ENSGALG00010028498	781	667	785	445
ENSGALG00010028497	21	9	22	19
ENSGALG00010028494	53	37	70	46
ENSGALG00010028490	4	2	10	2
ENSGALG00010028488	1	1	12	3
ENSGALG00010028487	21	11	19	14
ENSGALG00010028486	6423	3721	6526	3763
ENSGALG00010028485	1692	1254	1823	1185
ENSGALG00010028482	123	110	162	73
ENSGALG00010028481	280	144	188	111
ENSGALG00010028480	181	104	190	89
ENSGALG00010028478	2125	1144	2007	1146
ENSGALG00010028477	179	138	67	15
ENSGALG00010028476	1791	1224	1676	864
ENSGALG00010028473	822	1016	782	417
ENSGALG00010028471	178	112	141	102
ENSGALG00010028468	519	428	522	303
ENSGALG00010028467	1693	2467	1454	613
ENSGALG00010028466	18	10	11	10
ENSGALG00010028462	4461	3924	4628	2312
ENSGALG00010028461	10594	7066	21152	13516
ENSGALG00010028458	1700	937	2223	1329
ENSGALG00010028457	10	7	20	6
ENSGALG00010028455	3379	3268	2881	1202
ENSGALG00010028453	3167	3185	2358	1329
ENSGALG00010028449	29	35	35	12
ENSGALG00010028448	2854	2431	2651	1400
ENSGALG00010028447	3	6	2	0
ENSGALG00010028446	69	0	50	47
ENSGALG00010028441	1	0	3	3
ENSGALG00010028440	2228	1583	2670	1555
ENSGALG00010029228	565	406	477	304
ENSGALG00010028439	362	308	354	239
ENSGALG00010028437	2244	1865	1583	1018
ENSGALG00010028436	1	2	2	0
ENSGALG00010028432	274	201	371	235
ENSGALG00010028431	290	179	261	169
ENSGALG00010028429	1650	1364	1581	848
ENSGALG00010028428	1456	1199	1065	624
ENSGALG00010028425	399	308	395	221
ENSGALG00010028422	1017	648	756	345
ENSGALG00010028421	2521	2247	2421	1279
ENSGALG00010028415	360	287	380	204
ENSGALG00010028412	7385	7920	5123	1676
ENSGALG00010028399	1356	711	1190	548
ENSGALG00010028394	1639	1114	1307	555
ENSGALG00010028377	573	459	456	296
ENSGALG00010028372	1858	1771	1285	611
ENSGALG00010028346	878	434	779	498
ENSGALG00010028344	584	326	658	248
ENSGALG00010028339	10	11	5	4
ENSGALG00010028337	32	35	29	23
ENSGALG00010028322	140	80	148	71
ENSGALG00010028318	672	358	351	369
ENSGALG00010028297	6	0	3	4
ENSGALG00010028262	1259	1173	1177	696
ENSGALG00010028232	398	269	344	264
ENSGALG00010028221	496	421	398	288
ENSGALG00010028208	13	5	12	10
ENSGALG00010028207	479	306	374	117
ENSGALG00010028205	100	76	54	30
ENSGALG00010029759	2950	2100	2634	1722
ENSGALG00010028202	617	316	562	279
ENSGALG00010028199	1622	1236	1356	883
ENSGALG00010028197	2654	2152	2430	1410
ENSGALG00010028192	1	5	2	6
ENSGALG00010028189	439	344	462	335
ENSGALG00010028188	556	411	570	310
ENSGALG00010028187	1197	754	969	568
ENSGALG00010028186	3239	2270	3411	2122
ENSGALG00010028185	1714	973	1732	977
ENSGALG00010028184	497	253	473	283
ENSGALG00010028181	232	143	204	76
ENSGALG00010028178	18	3	11	3
ENSGALG00010028176	4031	2797	2773	2430
ENSGALG00010028174	1531	787	1503	1080
ENSGALG00010028173	313	152	282	93
ENSGALG00010028172	315	162	218	156
ENSGALG00010028170	2103	1266	2402	1234
ENSGALG00010004016	0	8	8	0
ENSGALG00010028165	1391	1415	1440	756
ENSGALG00010028164	329	263	348	238
ENSGALG00010028159	1275	1166	1101	817
ENSGALG00010028155	1044	648	951	591
ENSGALG00010028153	2716	1903	2857	2009
ENSGALG00010028150	715	554	754	434
ENSGALG00010028149	697	610	480	439
ENSGALG00010028148	371	251	283	252
ENSGALG00010028147	308	153	183	171
ENSGALG00010028145	124	104	97	71
ENSGALG00010028139	2074	1485	1698	930
ENSGALG00010028138	69	50	72	29
ENSGALG00010028134	557	409	561	323
ENSGALG00010028133	104	44	88	43
ENSGALG00010028129	843	526	757	404
ENSGALG00010028128	3815	2531	3277	2483
ENSGALG00010028127	3521	2348	4056	2809
ENSGALG00010028124	421	276	298	176
ENSGALG00010028121	1030	732	852	663
ENSGALG00010028120	1614	2191	1425	509
ENSGALG00010028116	381	229	288	186
ENSGALG00010028115	4144	5018	4087	2044
ENSGALG00010028113	888	1077	711	463
ENSGALG00010028110	1392	899	1121	760
ENSGALG00010028105	1400	822	1632	877
ENSGALG00010028103	724	437	695	475
ENSGALG00010028100	6	2	2	6
ENSGALG00010028093	180	97	163	98
ENSGALG00010028092	20	10	19	10
ENSGALG00010028091	310	183	383	187
ENSGALG00010028089	202	157	108	35
ENSGALG00010028088	923	326	750	372
ENSGALG00010028086	3003	2535	1769	634
ENSGALG00010028084	41	10	53	80
ENSGALG00010028083	2978	1893	2456	1126
ENSGALG00010028078	1405	1007	1094	1372
ENSGALG00010028071	484	319	419	242
ENSGALG00010028068	374	212	330	212
ENSGALG00010028066	479	432	320	109
ENSGALG00010028064	1279	869	1458	891
ENSGALG00010028062	163	137	198	84
ENSGALG00010028058	452	258	542	278
ENSGALG00010028056	1897	1269	1588	761
ENSGALG00010028054	5328	4676	5869	3457
ENSGALG00010028050	1958	1219	1602	936
ENSGALG00010028049	2228	1306	1843	1373
ENSGALG00010028048	2388	2541	2303	1458
ENSGALG00010028047	176	119	197	74
ENSGALG00010028044	28	19	21	14
ENSGALG00010028042	3180	2001	3586	2511
ENSGALG00010028041	37	27	27	11
ENSGALG00010028036	1624	996	1542	1059
ENSGALG00010028746	926	537	843	483
ENSGALG00010028033	112	71	90	70
ENSGALG00010028738	686	434	846	305
ENSGALG00010028030	784	505	884	562
ENSGALG00010028029	9	4	8	8
ENSGALG00010028025	6	6	12	6
ENSGALG00010028024	5594	3353	5166	2360
ENSGALG00010028023	5	4	5	1
ENSGALG00010028022	1118	679	1155	620
ENSGALG00010028019	3538	3500	3970	2345
ENSGALG00010028014	45	0	52	75
ENSGALG00010028013	506	246	795	123
ENSGALG00010028011	83	66	94	27
ENSGALG00010028009	569	366	646	458
ENSGALG00010028003	4	1	5	3
ENSGALG00010028002	2108	1122	1750	1207
ENSGALG00010027999	99	90	50	60
ENSGALG00010027998	1695	1379	1594	953
ENSGALG00010027997	15	0	11	2
ENSGALG00010027996	5038	3998	3490	3192
ENSGALG00010027993	7	4	11	7
ENSGALG00010027988	339	103	236	107
ENSGALG00010027987	203	112	189	106
ENSGALG00010027986	33	34	37	23
ENSGALG00010027984	20505	19130	15930	8581
ENSGALG00010027981	3162	2290	3295	1842
ENSGALG00010028074	528	206	830	528
ENSGALG00010027979	6064	4254	6683	3605
ENSGALG00010027975	599	272	455	317
ENSGALG00010027974	253	287	158	80
ENSGALG00010027972	1404	1251	1307	845
ENSGALG00010027965	3087	2226	2612	1521
ENSGALG00010027964	348	201	386	201
ENSGALG00010027962	1094	799	961	485
ENSGALG00010027961	23	24	13	1
ENSGALG00010027955	4149	2184	3810	1819
ENSGALG00010027952	2	2	1	1
ENSGALG00010027949	11	6	5	1
ENSGALG00010027947	3981	4516	3652	1574
ENSGALG00010027946	1940	956	1834	664
ENSGALG00010027945	2	0	2	0
ENSGALG00010027941	7167	3413	6746	3303
ENSGALG00010027940	316	183	414	266
ENSGALG00010027939	21	14	8	5
ENSGALG00010027935	518	417	422	188
ENSGALG00010028512	1060	734	1132	745
ENSGALG00010027932	569	277	605	278
ENSGALG00010027927	2598	2278	2817	1878
ENSGALG00010027923	1136	718	1053	556
ENSGALG00010027922	2990	2678	2667	1587
ENSGALG00010027918	1994	1556	1813	907
ENSGALG00010027915	1234	781	958	710
ENSGALG00010028649	342	182	292	121
ENSGALG00010027914	887	656	930	504
ENSGALG00010027910	58	42	58	24
ENSGALG00010027909	109	57	90	38
ENSGALG00010027908	3255	1966	2461	1026
ENSGALG00010027907	7949	8616	7140	2886
ENSGALG00010027905	16	6	11	23
ENSGALG00010027901	1265	1042	1284	765
ENSGALG00010027899	485	216	405	162
ENSGALG00010027896	1720	1789	1737	954
ENSGALG00010027888	651	481	913	562
ENSGALG00010027887	16	3	16	9
ENSGALG00010027885	891	572	857	496
ENSGALG00010027880	63	63	37	37
ENSGALG00010027877	14741	7497	18413	8204
ENSGALG00010027876	1370	883	1504	1158
ENSGALG00010027870	833	497	734	420
ENSGALG00010027869	159	92	168	179
ENSGALG00010029399	5458	3330	4504	1874
ENSGALG00010027867	3673	2723	3200	1853
ENSGALG00010027861	536	433	529	477
ENSGALG00010027860	7	7	4	5
ENSGALG00010027847	5	7	3	0
ENSGALG00010027838	3	0	2	1
ENSGALG00010027821	759	712	738	158
ENSGALG00010027816	310	188	349	189
ENSGALG00010027813	93	137	83	50
ENSGALG00010027811	588	450	501	205
ENSGALG00010027808	0	0	2	9
ENSGALG00010027801	204	117	190	96
ENSGALG00010027784	2091	2630	1612	795
ENSGALG00010027752	477	304	348	179
ENSGALG00010028442	3112	2107	2841	1601
ENSGALG00010027751	0	0	10	11
ENSGALG00010027747	2	4	1	2
ENSGALG00010027745	3568	2031	3710	1421
ENSGALG00010027743	30	22	23	11
ENSGALG00010027741	3297	2695	2832	1477
ENSGALG00010027740	1489	1519	1339	601
ENSGALG00010027738	15	19	16	7
ENSGALG00010027727	1505	1034	1461	818
ENSGALG00010027725	1057	646	1028	489
ENSGALG00010027722	8493	6905	8253	4729
ENSGALG00010027721	287	186	329	87
ENSGALG00010027718	406	265	355	178
ENSGALG00010027713	715	518	858	641
ENSGALG00010027712	1072	475	957	258
ENSGALG00010027709	1824	1398	2214	1440
ENSGALG00010027708	1447	1285	1109	309
ENSGALG00010027706	5418	5659	5644	3056
ENSGALG00010027702	240	124	237	186
ENSGALG00010027701	11	17	17	7
ENSGALG00010027699	325	159	296	135
ENSGALG00010027697	265	0	431	2
ENSGALG00010027695	465	398	640	372
ENSGALG00010027693	5248	2628	4800	2270
ENSGALG00010027692	1266	1259	1180	465
ENSGALG00010027668	1912	1392	1782	1109
ENSGALG00010027665	686	500	570	284
ENSGALG00010027653	3	3	0	0
ENSGALG00010027648	1260	744	1005	443
ENSGALG00010028154	192	125	183	92
ENSGALG00010027641	279	181	351	157
ENSGALG00010027929	1539	1104	1195	508
ENSGALG00010027636	49	18	111	54
ENSGALG00010027634	1261	449	794	284
ENSGALG00010027626	36	4	59	23
ENSGALG00010027619	4633	2674	4020	1841
ENSGALG00010027618	788	389	711	429
ENSGALG00010027616	1	0	3	3
ENSGALG00010028157	3282	2490	1613	1567
ENSGALG00010027611	48	32	46	26
ENSGALG00010027605	2600	1626	2523	1496
ENSGALG00010027593	11	5	5	2
ENSGALG00010027592	2894	2275	2547	1536
ENSGALG00010027584	44	16	23	8
ENSGALG00010027578	8243	5831	7959	5170
ENSGALG00010027577	36	23	53	30
ENSGALG00010029459	5	0	2	1
ENSGALG00010027574	2199	1101	1969	951
ENSGALG00010027570	2513	1796	2740	1814
ENSGALG00010027569	4464	2740	5402	3270
ENSGALG00010027567	353	225	322	267
ENSGALG00010027562	307	164	281	152
ENSGALG00010027561	23	13	19	9
ENSGALG00010027553	13	9	21	10
ENSGALG00010027547	1048	807	1006	614
ENSGALG00010029736	33691	35157	33985	23016
ENSGALG00010027540	311	138	313	175
ENSGALG00010027539	127	90	147	116
ENSGALG00010027538	94	57	104	57
ENSGALG00010027537	1389	967	1261	647
ENSGALG00010027536	206	191	164	79
ENSGALG00010027529	381	261	419	380
ENSGALG00010027522	885	583	834	409
ENSGALG00010027520	200	72	216	83
ENSGALG00010027516	397	329	426	269
ENSGALG00010027511	1045	844	847	575
ENSGALG00010027499	1412	1065	1483	881
ENSGALG00010027490	6497	3934	3388	2122
ENSGALG00010027479	23	20	18	4
ENSGALG00010027475	1795	1198	1704	790
ENSGALG00010027468	9475	9573	8546	4965
ENSGALG00010027448	1	2	6	2
ENSGALG00010027444	61	50	60	22
ENSGALG00010027440	4779	3795	5026	3184
ENSGALG00010027427	1103	700	937	480
ENSGALG00010027423	320	109	298	151
ENSGALG00010028183	897	1008	532	438
ENSGALG00010027412	87	124	97	84
ENSGALG00010027803	125	120	155	85
ENSGALG00010027402	1101	766	1020	682
ENSGALG00010027397	900	784	753	437
ENSGALG00010027395	28	23	28	14
ENSGALG00010027394	1691	1109	1287	725
ENSGALG00010027387	27	24	16	6
ENSGALG00010027382	35	12	116	38
ENSGALG00010027380	5596	4364	7557	4974
ENSGALG00010027376	1022	771	823	476
ENSGALG00010027371	61	3	59	4
ENSGALG00010027370	238	264	162	85
ENSGALG00010027369	1638	1373	1376	768
ENSGALG00010027366	2071	1460	1786	1137
ENSGALG00010027365	1	1	2	2
ENSGALG00010027364	22	12	26	1
ENSGALG00010027898	2135	1378	1695	688
ENSGALG00010027363	7	3	3	0
ENSGALG00010027362	3085	2581	3367	2463
ENSGALG00010027361	1751	1365	1820	1310
ENSGALG00010027356	2356	1840	1490	604
ENSGALG00010027348	252	127	168	90
ENSGALG00010028484	112	137	120	70
ENSGALG00010027341	355	225	280	114
ENSGALG00010027340	35	16	65	39
ENSGALG00010027339	894	715	961	649
ENSGALG00010027336	1051	703	843	552
ENSGALG00010027332	3267	2382	3434	1923
ENSGALG00010027327	1295	1106	1221	833
ENSGALG00010027326	1286	805	1443	833
