	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_8h	chicken_d_lps_8h
ENSGALG00010018020	674	488	671	350
ENSGALG00010001674	1461	1402	1359	756
ENSGALG00010024645	642	218	622	253
ENSGALG00010001174	510	249	381	160
ENSGALG00010013297	331	195	290	134
ENSGALG00010001877	2932	1832	3288	1456
ENSGALG00010029553	5	7	1	5
ENSGALG00010010022	8336	8023	6190	3648
ENSGALG00010023837	4989	3581	5133	2988
ENSGALG00010012508	266	113	195	86
ENSGALG00010011985	40	13	35	9
ENSGALG00010001504	9	2	1	0
ENSGALG00010014189	3	3	2	1
ENSGALG00010022824	492	252	437	245
ENSGALG00010007155	7	1	4	0
ENSGALG00010017263	932	615	1006	700
ENSGALG00010001307	2496	1628	2925	1970
ENSGALG00010015793	12842	16445	7780	5509
ENSGALG00010005392	138	79	150	65
ENSGALG00010004379	631	257	525	293
ENSGALG00010028450	0	2	13	23
ENSGALG00010019859	2059	1528	1977	1255
ENSGALG00010020295	2	0	3	3
ENSGALG00010016732	1567	1056	1226	652
ENSGALG00010028141	3173	3088	3173	854
ENSGALG00010027317	606	399	570	359
ENSGALG00010025491	1301	645	1057	430
ENSGALG00010001304	3046	2177	2820	1540
ENSGALG00010016640	1376	677	1465	707
ENSGALG00010028158	563	426	587	390
ENSGALG00010012390	2	0	2	0
ENSGALG00010001686	362	112	306	82
ENSGALG00010000381	65	21	55	31
ENSGALG00010029144	978	686	834	551
ENSGALG00010024528	269	153	127	76
ENSGALG00010016350	3632	2190	3380	1566
ENSGALG00010023733	137	61	215	106
ENSGALG00010000650	1528	1077	1517	844
ENSGALG00010001301	736	498	656	431
ENSGALG00010004096	14	0	2	1
ENSGALG00010006819	566	328	576	310
ENSGALG00010011696	3447	2554	2616	1321
ENSGALG00010004610	701	467	625	359
ENSGALG00010014145	2	3	0	0
ENSGALG00010009668	8	3	1	0
ENSGALG00010024758	222	90	192	132
ENSGALG00010000228	16	3	12	4
ENSGALG00010010270	5391	2830	5931	3190
ENSGALG00010011425	1078	418	1136	470
ENSGALG00010002006	2	1	3	1
ENSGALG00010018251	2672	2431	2195	1338
ENSGALG00010022769	7095	5820	5495	2650
ENSGALG00010018485	2086	940	1619	710
ENSGALG00010001286	187	150	209	109
ENSGALG00010003278	17	8	16	0
ENSGALG00010000616	1290	1102	1321	812
ENSGALG00010004751	285	131	253	129
ENSGALG00010017510	9	1	2	0
ENSGALG00010008426	2610	1795	2356	1514
ENSGALG00010003109	352	254	350	184
ENSGALG00010010567	255	85	172	46
ENSGALG00010000350	6461	5119	5562	3330
ENSGALG00010020648	1190	1105	1201	614
ENSGALG00010016762	5	3	5	2
ENSGALG00010000037	4340	1354	3838	1317
ENSGALG00010000491	1256	578	987	502
ENSGALG00010003731	37	21	34	0
ENSGALG00010017347	271	174	294	187
ENSGALG00010024366	4	4	8	4
ENSGALG00010002282	10	0	20	0
ENSGALG00010012017	392	250	348	198
ENSGALG00010001608	69	61	53	39
ENSGALG00010007970	618	375	471	327
ENSGALG00010027320	977	580	893	602
ENSGALG00010024467	374	237	460	255
ENSGALG00010014658	42913	19817	30414	26674
ENSGALG00010010628	11	1	19	1
ENSGALG00010012891	5	3	2	2
ENSGALG00010000485	3045	2590	2037	1335
ENSGALG00010003024	1375	765	1468	726
ENSGALG00010004735	850	906	824	292
ENSGALG00010020693	3	0	2	0
ENSGALG00010001271	346	224	370	178
ENSGALG00010013435	6	4	1	0
ENSGALG00010008995	418	358	401	200
ENSGALG00010005302	1065	850	1048	479
ENSGALG00010017388	960	734	930	512
ENSGALG00010007787	2860	3136	2886	541
ENSGALG00010001262	642	462	493	299
ENSGALG00010001258	4	1	6	3
ENSGALG00010004081	7659	5463	8473	5398
ENSGALG00010021272	547	311	449	257
ENSGALG00010001257	13	10	5	3
ENSGALG00010025549	811	432	663	111
ENSGALG00010005468	1505	1118	1358	686
ENSGALG00010005104	607	760	553	193
ENSGALG00010011485	1513	516	983	438
ENSGALG00010027173	9451	5569	5963	3633
ENSGALG00010005119	489	286	388	262
ENSGALG00010002825	1804	1089	2169	1201
ENSGALG00010002880	1969	1183	1340	633
ENSGALG00010013018	34	16	19	10
ENSGALG00010020576	1892	1780	2007	1346
ENSGALG00010014504	1767	1029	1688	934
ENSGALG00010002669	56	9	895	1108
ENSGALG00010008194	206	99	171	141
ENSGALG00010014344	502	294	470	276
ENSGALG00010008311	374	242	428	204
ENSGALG00010001239	24	23	13	13
ENSGALG00010006038	397	179	371	174
ENSGALG00010004375	104	62	47	42
ENSGALG00010018308	217	133	117	93
ENSGALG00010006270	259	82	157	85
ENSGALG00010001237	10	3	30	2
ENSGALG00010029333	1241	540	1070	395
ENSGALG00010008141	219	201	288	163
ENSGALG00010014324	2	9	3	1
ENSGALG00010011553	3	4	3	1
ENSGALG00010006243	3	4	5	1
ENSGALG00010000286	889	497	908	622
ENSGALG00010029777	23	17	17	5
ENSGALG00010007126	91	79	74	31
ENSGALG00010001721	209	105	165	29
ENSGALG00010007408	7202	4731	7088	4198
ENSGALG00010020609	80	45	169	55
ENSGALG00010001845	3893	3080	3837	1083
ENSGALG00010024775	868	422	716	361
ENSGALG00010003256	7468	378	4790	352
ENSGALG00010029560	1317	780	1682	924
ENSGALG00010023551	3337	2030	2653	1399
ENSGALG00010028642	356	237	429	235
ENSGALG00010006123	274	169	223	146
ENSGALG00010009717	3	2	1	0
ENSGALG00010001082	2853	2409	2611	1260
ENSGALG00010016114	292	117	351	99
ENSGALG00010001233	20009	11805	15388	11185
ENSGALG00010010336	459	786	518	239
ENSGALG00010001779	16	8	21	12
ENSGALG00010001194	167	50	169	95
ENSGALG00010003796	4264	3706	4579	2541
ENSGALG00010008346	1389	1465	1480	305
ENSGALG00010003245	299	113	281	75
ENSGALG00010011360	566	289	403	203
ENSGALG00010022172	175	97	105	45
ENSGALG00010006163	359	171	472	42
ENSGALG00010016118	3241	2300	3393	2031
ENSGALG00010026536	1124	639	622	479
ENSGALG00010010431	186	161	162	75
ENSGALG00010001229	781	535	607	303
ENSGALG00010001661	1566	1201	1448	854
ENSGALG00010000412	489	277	705	305
ENSGALG00010021644	2371	1464	1881	1050
ENSGALG00010001224	958	299	636	246
ENSGALG00010010422	91	53	1037	416
ENSGALG00010015614	1365	868	1052	633
ENSGALG00010005578	1296	909	1086	500
ENSGALG00010017746	477	287	629	262
ENSGALG00010018513	244	163	280	238
ENSGALG00010027597	806	464	741	420
ENSGALG00010002215	3	5	7	1
ENSGALG00010001624	1	4	2	2
ENSGALG00010011983	542	133	5699	1322
ENSGALG00010001214	1451	949	1116	444
ENSGALG00010002022	9	2	4	0
ENSGALG00010007166	9	8	4	0
ENSGALG00010001906	601	432	1494	1457
ENSGALG00010004730	553	367	493	231
ENSGALG00010016569	3393	2512	3064	1316
ENSGALG00010001213	13	18	9	3
ENSGALG00010006212	470	438	574	280
ENSGALG00010003812	53	40	50	25
ENSGALG00010001205	114	48	149	57
ENSGALG00010001844	6	1	3	1
ENSGALG00010014742	46	61	36	24
ENSGALG00010009159	1631	1613	1306	658
ENSGALG00010029720	184	116	218	148
ENSGALG00010001167	718	490	584	233
ENSGALG00010024166	13	2	12	0
ENSGALG00010023748	56	35	84	33
ENSGALG00010001198	6706	6108	6925	2274
ENSGALG00010013266	400	130	855	698
ENSGALG00010008641	22	5	43	6
ENSGALG00010002733	23	14	24	19
ENSGALG00010002853	236	92	211	73
ENSGALG00010001192	96	125	93	102
ENSGALG00010023840	207	276	147	77
ENSGALG00010000232	1116	521	1178	613
ENSGALG00010025292	16006	11639	14096	9586
ENSGALG00010001270	2129	1475	2325	1588
ENSGALG00010003400	24	3	10	5
ENSGALG00010001423	334	133	281	115
ENSGALG00010003900	1742	1090	1802	961
ENSGALG00010001611	239	72	251	76
ENSGALG00010009121	10	3	8	3
ENSGALG00010009068	569	490	231	172
ENSGALG00010015094	13293	8134	59922	70133
ENSGALG00010009578	554	303	381	176
ENSGALG00010011287	2000	1327	1808	906
ENSGALG00010014953	352	163	386	153
ENSGALG00010024884	2610	1586	2438	1251
ENSGALG00010019027	588	582	524	176
ENSGALG00010001188	377	210	417	293
ENSGALG00010007925	2167	728	2339	977
ENSGALG00010000387	53	31	75	36
ENSGALG00010007707	3	0	6	0
ENSGALG00010012317	6	3	4	3
ENSGALG00010005291	1911	913	1605	774
ENSGALG00010016556	109	55	95	78
ENSGALG00010002181	637	500	515	266
ENSGALG00010029497	7	4	3	2
ENSGALG00010001708	211	103	121	48
ENSGALG00010007007	4035	2063	10117	8047
ENSGALG00010025887	390	200	317	173
ENSGALG00010002046	3211	1701	2579	1053
ENSGALG00010016471	96	70	99	55
ENSGALG00010014728	3290	2252	3141	1445
ENSGALG00010001501	4870	2499	4829	2066
ENSGALG00010005404	944	934	802	406
ENSGALG00010024215	84	61	56	34
ENSGALG00010001183	67	76	88	74
ENSGALG00010021883	8	2	4	2
ENSGALG00010014180	720	365	815	506
ENSGALG00010026079	243	28	243	134
ENSGALG00010014258	18	16	13	12
ENSGALG00010009307	83	36	71	32
ENSGALG00010000051	103	35	126	67
ENSGALG00010002400	89	67	122	31
ENSGALG00010000279	257	139	237	159
ENSGALG00010015584	29	9	34	24
ENSGALG00010000056	1776	1447	1622	871
ENSGALG00010001182	318	217	289	168
ENSGALG00010002406	4	6	13	0
ENSGALG00010027717	381	355	433	247
ENSGALG00010027208	714	577	635	412
ENSGALG00010001179	66	44	110	50
ENSGALG00010001178	881	583	736	519
ENSGALG00010005323	1484	1024	1394	679
ENSGALG00010001495	2095	1965	2101	1102
ENSGALG00010009649	3	1	2	0
ENSGALG00010000652	79	26	70	30
ENSGALG00010002366	2721010	1257840	1802970	1146170
ENSGALG00010018990	69	37	60	25
ENSGALG00010011857	259	199	163	101
ENSGALG00010009555	622	482	508	316
ENSGALG00010001228	499	290	370	188
ENSGALG00010013910	3719	2431	3117	1459
ENSGALG00010028430	299	181	278	177
ENSGALG00010014682	253	111	621	209
ENSGALG00010025007	633	350	614	369
ENSGALG00010010834	284	180	269	134
ENSGALG00010014338	789	321	676	248
ENSGALG00010001226	16	4	15	3
ENSGALG00010028416	19	9	8	20
ENSGALG00010002023	17	17	7	5
ENSGALG00010001165	209	135	179	125
ENSGALG00010006634	689	479	707	380
ENSGALG00010015657	2	1	0	5
ENSGALG00010029389	295	226	287	187
ENSGALG00010021352	21	11	22	13
ENSGALG00010002553	126	37	46	35
ENSGALG00010013981	1190	900	962	564
ENSGALG00010007800	1756	932	777	146
ENSGALG00010002613	223	79	248	127
ENSGALG00010003317	153	101	190	80
ENSGALG00010002595	24	10	22	10
ENSGALG00010016535	4	2	0	0
ENSGALG00010017399	0	1	4	4
ENSGALG00010021116	3021	2280	2584	1639
ENSGALG00010005568	5	1	0	2
ENSGALG00010017597	715	587	606	378
ENSGALG00010027831	21	25	8	0
ENSGALG00010013768	146	93	162	65
ENSGALG00010014754	177	97	205	103
ENSGALG00010016908	665	724	623	394
ENSGALG00010024361	82	56	93	37
ENSGALG00010015834	4415	2194	4134	2919
ENSGALG00010000322	4	6	6	0
ENSGALG00010016550	23	64	35	62
ENSGALG00010007812	225	131	267	148
ENSGALG00010003659	6	4	8	2
ENSGALG00010017356	127	80	156	75
ENSGALG00010000529	4220	3869	4370	2853
ENSGALG00010026920	1315	1465	1032	382
ENSGALG00010001169	1100	808	917	476
ENSGALG00010006083	16	12	5	3
ENSGALG00010000639	542	375	638	429
ENSGALG00010012277	120	109	103	68
ENSGALG00010028492	3	0	3	0
ENSGALG00010000155	77	49	89	51
ENSGALG00010027291	1145	183	1296	517
ENSGALG00010021255	2023	1422	1729	1086
ENSGALG00010009486	1870	1413	1575	778
ENSGALG00010013214	485	597	343	139
ENSGALG00010000434	1257	648	1495	900
ENSGALG00010000422	48	21	54	25
ENSGALG00010003925	4377	3148	4042	2379
ENSGALG00010016385	1111	686	651	511
ENSGALG00010009726	23	17	14	8
ENSGALG00010014648	18	22	13	5
ENSGALG00010028463	3622	3048	4255	2659
ENSGALG00010002238	2	4	10	1
ENSGALG00010005800	121	105	58	4
ENSGALG00010010981	903	547	812	368
ENSGALG00010014992	304	132	305	108
ENSGALG00010027117	1984	978	1799	802
ENSGALG00010010287	2228	1424	1747	709
ENSGALG00010001838	402	235	384	173
ENSGALG00010015353	2745	787	1587	477
ENSGALG00010028464	1007	675	1240	761
ENSGALG00010028142	1994	1504	1930	1125
ENSGALG00010021082	616	436	486	257
ENSGALG00010013423	45	27	31	15
ENSGALG00010028374	1276	801	1270	234
ENSGALG00010023830	4634	3550	4308	2161
ENSGALG00010004148	170	124	148	80
ENSGALG00010001414	1131	466	934	281
ENSGALG00010000366	8	2	6	0
ENSGALG00010023131	6	2	4	3
ENSGALG00010003164	5801	2206	6455	3174
ENSGALG00010002565	415	252	415	232
ENSGALG00010027460	2333	1511	2177	1142
ENSGALG00010018767	1155	693	1217	749
ENSGALG00010000349	1488	581	1677	300
ENSGALG00010021711	85	42	45	36
ENSGALG00010002378	17709	11966	13807	9657
ENSGALG00010007997	507	243	473	183
ENSGALG00010015520	1140	662	1110	453
ENSGALG00010006223	111	53	173	40
ENSGALG00010027284	1044	529	1054	495
ENSGALG00010003253	356	384	339	242
ENSGALG00010009065	1486	1104	1656	1412
ENSGALG00010000721	208	84	116	82
ENSGALG00010001811	554	246	537	213
ENSGALG00010021783	3123	1820	2858	1565
ENSGALG00010020679	265	183	256	173
ENSGALG00010010310	704	523	457	212
ENSGALG00010008086	9	3	10	3
ENSGALG00010024238	646	534	634	301
ENSGALG00010004624	1035	826	998	539
ENSGALG00010018150	1095	656	1007	656
ENSGALG00010014893	694	538	585	344
ENSGALG00010009346	66	24	33	18
ENSGALG00010029286	1086	917	888	627
ENSGALG00010020179	1494	1099	1562	815
ENSGALG00010009396	278	111	270	148
ENSGALG00010005214	1595	1936	1090	555
ENSGALG00010011963	1505	992	1051	520
ENSGALG00010007869	143	119	258	107
ENSGALG00010024243	117	44	98	37
ENSGALG00010000307	403	331	393	230
ENSGALG00010008179	6	4	2	0
ENSGALG00010009383	6007	4742	3110	2127
ENSGALG00010002869	12	10	8	5
ENSGALG00010022517	6956	4344	7716	4083
ENSGALG00010005472	3455	2233	3068	1544
ENSGALG00010020362	12955	11225	9871	5189
ENSGALG00010013493	1368	986	1252	610
ENSGALG00010000362	26	19	42	8
ENSGALG00010012051	30	7	36	10
ENSGALG00010005670	692	349	561	38
ENSGALG00010007872	382	213	388	207
ENSGALG00010025297	6	3	6	1
ENSGALG00010022154	596	470	325	100
ENSGALG00010003178	3	1	7	5
ENSGALG00010000306	920	520	672	370
ENSGALG00010003447	143	47	104	40
ENSGALG00010028380	1119	739	1187	631
ENSGALG00010005550	390	116	549	69
ENSGALG00010003896	1234	1404	1159	666
ENSGALG00010018089	249	140	296	101
ENSGALG00010024805	16	7	13	9
ENSGALG00010018519	5234	4493	5697	3934
ENSGALG00010021922	623	363	729	450
ENSGALG00010008119	12	15	8	10
ENSGALG00010028061	886	540	979	522
ENSGALG00010001800	1206	698	742	470
ENSGALG00010016931	950	511	1073	372
ENSGALG00010023347	5608	4868	5789	3496
ENSGALG00010017484	243	165	200	101
ENSGALG00010000592	3019	2286	3261	1872
ENSGALG00010011904	3	1	16	0
ENSGALG00010028131	226	146	263	152
ENSGALG00010005618	1062	672	704	307
ENSGALG00010001849	874	661	911	531
ENSGALG00010008209	680	591	461	219
ENSGALG00010029365	4077	2491	5145	3415
ENSGALG00010006664	7	14	17	11
ENSGALG00010011931	1891	1272	1958	1297
ENSGALG00010013329	3	2	0	0
ENSGALG00010002072	1310	796	1146	671
ENSGALG00010001158	3	0	5	3
ENSGALG00010000294	50	22	29	35
ENSGALG00010025703	10754	7007	5751	2459
ENSGALG00010022888	1665	795	1408	652
ENSGALG00010000444	1218	956	1234	827
ENSGALG00010001749	2544	1429	2235	943
ENSGALG00010013171	1030	692	991	378
ENSGALG00010003815	1162	652	1081	406
ENSGALG00010008278	174	129	127	67
ENSGALG00010007658	11756	10563	14427	6259
ENSGALG00010026300	799	623	745	355
ENSGALG00010002226	200	164	230	144
ENSGALG00010009719	1603	1042	1784	1011
ENSGALG00010021077	1652	1230	1324	806
ENSGALG00010016607	707	351	582	274
ENSGALG00010018607	1222	1073	1182	709
ENSGALG00010018527	3407	2789	3771	2206
ENSGALG00010029525	4844	2952	4252	2918
ENSGALG00010001491	4143	3096	3306	1691
ENSGALG00010023052	72	21	126	40
ENSGALG00010016918	1783	935	1442	755
ENSGALG00010001440	369	111	474	116
ENSGALG00010022531	14	10	3	2
ENSGALG00010000697	2977	1987	2147	1873
ENSGALG00010005266	37	22	26	17
ENSGALG00010012830	6363	3490	6100	2307
ENSGALG00010028826	13	23	16	13
ENSGALG00010015914	5515	4343	4619	2556
ENSGALG00010005849	1125	599	837	436
ENSGALG00010001496	5370	2604	4046	1301
ENSGALG00010016951	7	6	2	1
ENSGALG00010023188	1382	958	1250	571
ENSGALG00010010859	11	0	13	2
ENSGALG00010000808	2	3	1	0
ENSGALG00010002518	97	88	81	44
ENSGALG00010020246	319	71	156	23
ENSGALG00010013284	3	0	3	2
ENSGALG00010013676	4	7	4	0
ENSGALG00010029183	1034	691	868	530
ENSGALG00010003861	215	133	287	98
ENSGALG00010008387	1739	1134	1569	639
ENSGALG00010004798	11	5	9	6
ENSGALG00010027098	187	103	238	112
ENSGALG00010000288	707	441	671	429
ENSGALG00010001330	751	424	788	419
ENSGALG00010008010	639	233	464	202
ENSGALG00010024038	173	96	130	100
ENSGALG00010001476	359	284	122	63
ENSGALG00010017683	5	1	2	1
ENSGALG00010025289	921	566	914	401
ENSGALG00010004457	946	349	972	439
ENSGALG00010004248	846	559	875	510
ENSGALG00010004087	3116	2492	2096	1171
ENSGALG00010000281	360	247	233	199
ENSGALG00010000462	19	16	15	10
ENSGALG00010005284	121	84	71	29
ENSGALG00010009348	1660	1033	1967	1081
ENSGALG00010004319	58	14	12	2
ENSGALG00010018852	1883	1336	1945	1463
ENSGALG00010003913	2503	1586	2724	1899
ENSGALG00010023362	142	163	197	91
ENSGALG00010001725	2165	1575	2504	1424
ENSGALG00010011923	16	4	32	4
ENSGALG00010020571	408	298	477	317
ENSGALG00010003271	554	302	395	228
ENSGALG00010005814	4056	3867	4284	1661
ENSGALG00010001699	0	2	2	0
ENSGALG00010018206	153	118	158	80
ENSGALG00010000277	110	18	148	5
ENSGALG00010018010	961	693	1067	664
ENSGALG00010025047	1009	369	925	380
ENSGALG00010000269	24	21	25	15
ENSGALG00010021805	613	286	752	283
ENSGALG00010004760	9	3	5	0
ENSGALG00010000076	322	151	293	151
ENSGALG00010024605	14363	9202	14986	13575
ENSGALG00010003765	468	49	454	116
ENSGALG00010025331	3011	767	2824	1163
ENSGALG00010021074	2366	1401	2178	1361
ENSGALG00010020967	849	577	845	516
ENSGALG00010008700	847	474	977	468
ENSGALG00010004226	36	30	22	11
ENSGALG00010021221	15	21	17	3
ENSGALG00010008130	5904	4138	4772	2413
ENSGALG00010001788	2	0	32	19
ENSGALG00010011530	12340	9518	14258	6862
ENSGALG00010003918	5	2	0	0
ENSGALG00010014431	327	153	356	251
ENSGALG00010009635	1559	1083	1490	1061
ENSGALG00010007344	325	185	306	155
ENSGALG00010020624	1399	882	1555	947
ENSGALG00010001113	3	4	2	1
ENSGALG00010001283	881	695	787	485
ENSGALG00010024113	497	227	461	402
ENSGALG00010007992	11107	4897	13037	6144
ENSGALG00010018985	2281	1648	2083	1219
ENSGALG00010000717	2892	1840	2560	1514
ENSGALG00010021134	1401	660	1168	481
ENSGALG00010001873	168	115	191	118
ENSGALG00010002148	6897	5819	6215	3976
ENSGALG00010008264	17	9	5	2
ENSGALG00010005637	499	460	587	269
ENSGALG00010007430	692	518	523	246
ENSGALG00010009013	202	163	220	84
ENSGALG00010002784	160	215	132	110
ENSGALG00010011175	83	44	47	31
ENSGALG00010012870	55	2	29	23
ENSGALG00010002481	35	27	27	10
ENSGALG00010003242	521	486	347	272
ENSGALG00010007549	480	248	339	270
ENSGALG00010007547	7	7	4	0
ENSGALG00010000340	543	480	728	431
ENSGALG00010019472	705	486	556	252
ENSGALG00010017829	23	6	10	1
ENSGALG00010018145	5	0	3	8
ENSGALG00010019495	74	37	28	3
ENSGALG00010017505	12	11	43	15
ENSGALG00010000404	65	36	38	26
ENSGALG00010000039	20280	13037	17912	10931
ENSGALG00010003431	300	178	257	172
ENSGALG00010010374	1095	600	641	422
ENSGALG00010021175	4071	1701	3735	1334
ENSGALG00010017493	1464	904	1046	425
ENSGALG00010022649	48	18	36	24
ENSGALG00010017792	346	260	355	232
ENSGALG00010026780	1231	713	1024	452
ENSGALG00010002280	123	88	143	33
ENSGALG00010000813	0	2	3	1
ENSGALG00010008991	1223	699	1293	933
ENSGALG00010018441	769	321	703	308
ENSGALG00010003432	648	342	958	603
ENSGALG00010006387	1885	1555	1530	786
ENSGALG00010024862	683	463	646	465
ENSGALG00010007916	968	1240	1488	316
ENSGALG00010003720	5	0	4	7
ENSGALG00010000230	3	2	3	0
ENSGALG00010005232	3057	3067	2700	1115
ENSGALG00010028433	119	119	153	88
ENSGALG00010009038	2149	1343	1809	778
ENSGALG00010029231	376	232	343	136
ENSGALG00010001635	341	161	291	152
ENSGALG00010011343	465	422	359	168
ENSGALG00010016339	1164	557	1133	537
ENSGALG00010025157	1020	733	1113	611
ENSGALG00010021363	1491	1394	1499	834
ENSGALG00010005303	258	52	479	12
ENSGALG00010005988	553	261	474	225
ENSGALG00010020597	1203	933	1219	748
ENSGALG00010003539	124	59	73	53
ENSGALG00010016526	507	460	492	283
ENSGALG00010004082	859	369	653	266
ENSGALG00010013332	6	1	4	1
ENSGALG00010017537	761	419	870	512
ENSGALG00010000225	10	10	4	5
ENSGALG00010012768	968	483	1076	545
ENSGALG00010001737	9	7	5	16
ENSGALG00010011515	660	378	590	280
ENSGALG00010016346	713	676	837	447
ENSGALG00010025652	1979	1274	1708	614
ENSGALG00010007457	150	101	152	123
ENSGALG00010021866	2	7	4	6
ENSGALG00010008075	2707	2100	2721	2119
ENSGALG00010017535	1410	1123	1832	970
ENSGALG00010004374	78	42	92	42
ENSGALG00010006172	852	628	907	510
ENSGALG00010010618	698	368	573	232
ENSGALG00010004946	104	63	95	22
ENSGALG00010028135	5	8	1	1
ENSGALG00010019362	39	29	24	13
ENSGALG00010000302	3003	1875	2926	1255
ENSGALG00010027124	1402	1343	1244	626
ENSGALG00010001320	383	209	148	74
ENSGALG00010000526	319	176	372	144
ENSGALG00010000145	2195	2698	2226	627
ENSGALG00010009444	545	211	578	321
ENSGALG00010027211	2417	2259	2199	1471
ENSGALG00010014379	401	341	387	245
ENSGALG00010014213	97	91	114	52
ENSGALG00010018606	26	15	28	4
ENSGALG00010005998	2029	1569	1727	1161
ENSGALG00010002864	990	445	1072	458
ENSGALG00010025364	4	2	3	5
ENSGALG00010024979	13	1	9	2
ENSGALG00010015881	4666	4239	2894	1961
ENSGALG00010023309	83	47	66	36
ENSGALG00010016800	5990	4770	6340	3083
ENSGALG00010018531	15	8	10	8
ENSGALG00010007595	25	16	44	9
ENSGALG00010010361	149	48	154	62
ENSGALG00010007423	955	595	714	543
ENSGALG00010002453	4340	2891	3936	1935
ENSGALG00010007326	519	230	732	299
ENSGALG00010002765	0	2	3	0
ENSGALG00010008952	0	1	2	4
ENSGALG00010003556	36	14	74	15
ENSGALG00010008277	352	100	344	110
ENSGALG00010015050	677	408	379	157
ENSGALG00010005941	5	3	3	1
ENSGALG00010027890	4	0	2	0
ENSGALG00010020676	10	2	7	2
ENSGALG00010014411	2808	943	2362	1135
ENSGALG00010005241	360	158	207	105
ENSGALG00010009113	8333	7637	9368	5738
ENSGALG00010010697	507	230	371	167
ENSGALG00010008308	2561	2136	2103	1458
ENSGALG00010020635	898	526	895	472
ENSGALG00010000153	1477	1050	1413	941
ENSGALG00010011418	1603	895	1799	795
ENSGALG00010021150	165	111	104	70
ENSGALG00010002443	1706	940	1526	867
ENSGALG00010002483	521	249	449	240
ENSGALG00010008214	1732	1349	1321	452
ENSGALG00010000643	202	74	182	77
ENSGALG00010009520	2	2	2	0
ENSGALG00010000060	798	573	958	542
ENSGALG00010024833	598	446	563	372
ENSGALG00010000614	1792	1421	1664	1085
ENSGALG00010001554	456	287	360	202
ENSGALG00010019399	2987	3559	2381	1035
ENSGALG00010002917	2194	1776	2013	1016
ENSGALG00010017344	2052	1074	1430	809
ENSGALG00010006685	83	35	78	43
ENSGALG00010000603	578	373	565	359
ENSGALG00010010042	120	52	115	62
ENSGALG00010002614	2667	1875	3259	2419
ENSGALG00010019257	870	630	548	337
ENSGALG00010027245	618	575	377	293
ENSGALG00010014717	101	6	91	15
ENSGALG00010026601	6	8	5	0
ENSGALG00010022839	3	2	0	0
ENSGALG00010001505	2077	1197	2207	1133
ENSGALG00010000098	1293	555	1354	670
ENSGALG00010022124	255	180	292	194
ENSGALG00010008017	129	35	172	53
ENSGALG00010011061	1396	939	825	907
ENSGALG00010016394	1128	926	832	516
ENSGALG00010009303	482	306	541	250
ENSGALG00010002730	536	328	487	183
ENSGALG00010025291	372	190	658	323
ENSGALG00010024986	143	69	154	100
ENSGALG00010013923	7	7	5	0
ENSGALG00010018057	5	5	5	3
ENSGALG00010015774	4	9	7	0
ENSGALG00010000126	248	91	233	88
ENSGALG00010009309	450	409	178	31
ENSGALG00010001558	8	2	10	3
ENSGALG00010002912	10043	7792	10342	5787
ENSGALG00010022176	30	28	18	11
ENSGALG00010001402	141	113	163	73
ENSGALG00010015016	4945	2146	3676	1433
ENSGALG00010013148	10	11	5	5
ENSGALG00010015201	666	475	567	295
ENSGALG00010000581	2527	1917	2234	1416
ENSGALG00010024922	3	4	3	6
ENSGALG00010015870	4981	3199	5153	2490
ENSGALG00010017639	29	22	18	12
ENSGALG00010000186	1388	999	1504	947
ENSGALG00010000468	2728	3412	2278	965
ENSGALG00010005508	1637	727	1396	590
ENSGALG00010013417	6491	3761	6593	4105
ENSGALG00010005310	2455	1833	2689	1625
ENSGALG00010000146	964	498	1012	628
ENSGALG00010005445	391	180	434	200
ENSGALG00010017750	2	5	1	2
ENSGALG00010001533	71	54	65	30
ENSGALG00010003395	6757	4089	5532	2287
ENSGALG00010015191	1909	1635	1621	1184
ENSGALG00010016460	3209	1642	2725	1112
ENSGALG00010005143	700	415	664	363
ENSGALG00010003782	8	4	4	5
ENSGALG00010006229	282	168	290	178
ENSGALG00010011823	14	15	3	0
ENSGALG00010000719	1	2	2	2
ENSGALG00010013598	374	386	287	103
ENSGALG00010000816	1071	1162	792	358
ENSGALG00010000058	1594	1027	1538	1093
ENSGALG00010001157	328	173	411	193
ENSGALG00010018255	1556	870	1447	837
ENSGALG00010004472	51	5	33	55
ENSGALG00010028007	1353	897	1235	627
ENSGALG00010012095	678	523	554	366
ENSGALG00010022820	4911	3721	2950	755
ENSGALG00010023287	1935	1327	1895	1135
ENSGALG00010013737	1907	1457	1029	807
ENSGALG00010000796	198	82	172	90
ENSGALG00010017609	1	5	0	2
ENSGALG00010001836	580	287	516	147
ENSGALG00010004123	266	159	323	130
ENSGALG00010027766	145	129	148	48
ENSGALG00010003295	476	443	542	418
ENSGALG00010013562	4	0	5	0
ENSGALG00010020700	759	664	694	317
ENSGALG00010003121	814	303	752	263
ENSGALG00010009181	24	18	32	20
ENSGALG00010010998	10212	5420	6722	4278
ENSGALG00010024816	47	19	43	8
ENSGALG00010023216	427	296	395	217
ENSGALG00010004507	1080	553	1148	491
ENSGALG00010027353	0	0	3	4
ENSGALG00010021650	987	894	1049	535
ENSGALG00010016379	961	930	825	608
ENSGALG00010008401	1979	1398	2416	1288
ENSGALG00010022986	379	259	411	262
ENSGALG00010027092	58	24	71	31
ENSGALG00010022590	9	12	13	10
