	chicken_a_control_1	chicken_a_control_2	chicken_a_lps_4h	chicken_d_lps_4h
ENSGALG00010016383	172	130	184	88
ENSGALG00010012102	8394	6280	7315	5068
ENSGALG00010012103	1143	1018	1205	827
ENSGALG00010024544	3	0	3	0
ENSGALG00010013257	2471	1353	2659	1459
ENSGALG00010021075	19	13	36	27
ENSGALG00010012106	5	4	2	2
ENSGALG00010012112	1510	1366	1626	717
ENSGALG00010015829	3054	1238	2680	1242
ENSGALG00010027864	621	391	729	359
ENSGALG00010021242	168	102	148	90
ENSGALG00010012116	1212	593	1148	605
ENSGALG00010012120	185	169	710	144
ENSGALG00010011401	506	238	476	301
ENSGALG00010015813	438	294	496	272
ENSGALG00010012122	26	41	11	6
ENSGALG00010012124	1738	1160	2236	1150
ENSGALG00010012125	52	28	42	27
ENSGALG00010023374	11	6	7	0
ENSGALG00010021529	1622	967	1478	985
ENSGALG00010012126	2	2	0	0
ENSGALG00010000618	34	8	29	6
ENSGALG00010012130	34	12	28	17
ENSGALG00010012136	326	101	286	74
ENSGALG00010012144	811	566	1471	762
ENSGALG00010012145	644	324	629	304
ENSGALG00010028328	3951	2841	3975	2324
ENSGALG00010012157	57	68	51	22
ENSGALG00010024667	1076	839	1177	627
ENSGALG00010012171	24	34	32	4
ENSGALG00010027401	460	471	637	267
ENSGALG00010002192	48	39	46	16
ENSGALG00010012172	874	499	886	442
ENSGALG00010001276	87	53	105	69
ENSGALG00010013527	244	121	170	77
ENSGALG00010012179	665	579	696	391
ENSGALG00010012180	375	298	429	270
ENSGALG00010028132	33	22	29	11
ENSGALG00010008118	4	13	11	10
ENSGALG00010018701	76	57	76	33
ENSGALG00010005553	139	122	126	68
ENSGALG00010012186	47	1	27	0
ENSGALG00010023668	415	184	465	356
ENSGALG00010012187	242	148	91	9
ENSGALG00010012195	1903	1057	1303	895
ENSGALG00010023706	926	617	858	456
ENSGALG00010021090	43	7	249	250
ENSGALG00010012196	33	12	19	11
ENSGALG00010022691	2	0	2	0
ENSGALG00010012199	80	50	87	41
ENSGALG00010004117	1524	1314	881	213
ENSGALG00010007803	20	8	42	16
ENSGALG00010029518	622	373	686	374
ENSGALG00010016937	2742	1772	2016	1425
ENSGALG00010012209	16	12	8	18
ENSGALG00010012210	310	184	426	261
ENSGALG00010012211	25	18	26	23
ENSGALG00010017766	373	201	427	211
ENSGALG00010012212	20	6	20	5
ENSGALG00010000386	587	300	581	253
ENSGALG00010010499	114	106	246	114
ENSGALG00010012226	88	8	1495	1358
ENSGALG00010012230	4	0	2	1
ENSGALG00010015348	1007	436	792	482
ENSGALG00010012232	5	3	4	3
ENSGALG00010008293	6540	7012	5397	3092
ENSGALG00010012234	383	283	448	241
ENSGALG00010021723	1451	1019	1480	875
ENSGALG00010018707	1590	879	1323	747
ENSGALG00010012236	54	48	68	1
ENSGALG00010011945	54	22	59	43
ENSGALG00010012245	468	267	322	247
ENSGALG00010028198	5814	4209	3393	2034
ENSGALG00010012248	742	666	537	253
ENSGALG00010012250	2397	1682	2188	1259
ENSGALG00010002056	8	7	8	10
ENSGALG00010022838	1645	1171	1643	936
ENSGALG00010011133	576	338	591	290
ENSGALG00010016558	13	3	0	0
ENSGALG00010012266	30	34	17	14
ENSGALG00010006480	125	78	123	75
ENSGALG00010018880	11	2	18	6
ENSGALG00010014355	2251	2633	2953	2059
ENSGALG00010024387	908	629	998	501
ENSGALG00010020982	13	8	11	11
ENSGALG00010018278	144	81	132	62
ENSGALG00010014676	1652	900	1460	744
ENSGALG00010021045	8844	3695	6602	4224
ENSGALG00010022518	888	631	954	524
ENSGALG00010012283	450	50	1539	487
ENSGALG00010012288	850	502	929	576
ENSGALG00010016165	138	32	157	31
ENSGALG00010012293	396	417	237	117
ENSGALG00010020422	360	217	307	187
ENSGALG00010012294	18	13	9	8
ENSGALG00010012295	1658	1012	1482	903
ENSGALG00010012297	12	2	2	2
ENSGALG00010027202	403	282	385	201
ENSGALG00010028081	2720	2036	3092	1716
ENSGALG00010012303	3	1	17	3
ENSGALG00010020582	1261	1183	1499	776
ENSGALG00010016797	2502	1476	2594	1082
ENSGALG00010011859	7	2	6	2
ENSGALG00010016568	210	222	258	194
ENSGALG00010021205	2	2	0	0
ENSGALG00010011925	1498	789	1330	720
ENSGALG00010016251	110	67	103	71
ENSGALG00010024930	503	262	499	342
ENSGALG00010012309	328	163	378	162
ENSGALG00010029791	1040	737	1246	510
ENSGALG00010015929	13	20	15	4
ENSGALG00010022441	386	281	369	200
ENSGALG00010012312	276	101	100	80
ENSGALG00010012315	11647	7378	11892	6750
ENSGALG00010014970	1	1	5	6
ENSGALG00010008419	9	9	9	4
ENSGALG00010013342	12	5	10	5
ENSGALG00010012325	8	5	4	0
ENSGALG00010001400	403	259	287	157
ENSGALG00010012326	629	274	504	241
ENSGALG00010021311	616	465	701	342
ENSGALG00010012334	123	101	129	43
ENSGALG00010008323	27	17	19	25
ENSGALG00010016260	1343	1029	1453	938
ENSGALG00010012336	168	87	179	100
ENSGALG00010003733	759	449	818	458
ENSGALG00010012337	10	0	5	0
ENSGALG00010001698	9578	7409	11240	5268
ENSGALG00010012340	31	19	19	9
ENSGALG00010012342	5	2	1	2
ENSGALG00010015052	567	437	717	338
ENSGALG00010012345	231	204	183	84
ENSGALG00010022088	5	1	2	13
ENSGALG00010012347	13	8	14	3
ENSGALG00010012349	2	2	1	1
ENSGALG00010009195	92	20	1406	564
ENSGALG00010012350	422	267	459	191
ENSGALG00010012353	380	162	300	157
ENSGALG00010024794	3990	2273	3361	1765
ENSGALG00010012354	468	293	359	228
ENSGALG00010012360	8	11	2	2
ENSGALG00010007786	1427	619	1546	946
ENSGALG00010012367	10	12	14	8
ENSGALG00010012188	2	2	1	0
ENSGALG00010021626	636	464	604	406
ENSGALG00010013132	1006	676	896	610
ENSGALG00010012372	806	661	769	405
ENSGALG00010012378	439	312	509	312
ENSGALG00010019012	9338	10318	4608	1753
ENSGALG00010012667	1961	639	1439	758
ENSGALG00010012382	1469	698	1723	1063
ENSGALG00010009189	28	15	21	19
ENSGALG00010012384	5382	2553	4800	2395
ENSGALG00010022166	2208	1595	2446	1475
ENSGALG00010012387	2433	1584	1967	1258
ENSGALG00010025064	451	142	389	191
ENSGALG00010002065	1093	778	1189	622
ENSGALG00010010345	17	20	24	12
ENSGALG00010014468	2	4	4	2
ENSGALG00010006552	3	4	3	0
ENSGALG00010012391	10	1	8	0
ENSGALG00010012393	1151	691	1100	590
ENSGALG00010012433	16	12	22	6
ENSGALG00010012399	272	153	141	75
ENSGALG00010014936	605	492	657	408
ENSGALG00010012401	406	202	593	591
ENSGALG00010021932	394	194	391	242
ENSGALG00010011447	2307	1609	1964	910
ENSGALG00010000382	30	10	26	16
ENSGALG00010012404	1639	960	2572	1860
ENSGALG00010027990	135	49	166	111
ENSGALG00010024694	481	221	503	250
ENSGALG00010011496	1111	611	1348	640
ENSGALG00010018085	1585	878	2500	973
ENSGALG00010029523	3	0	0	2
ENSGALG00010022162	251	257	261	133
ENSGALG00010012405	10	10	19	3
ENSGALG00010009019	748	603	834	484
ENSGALG00010012412	460	211	384	285
ENSGALG00010014837	491	227	292	183
ENSGALG00010005326	21	12	13	4
ENSGALG00010004070	1081	664	1118	812
ENSGALG00010001880	5	2	6	0
ENSGALG00010011433	6655	3241	5641	3844
ENSGALG00010012413	746	319	664	303
ENSGALG00010018508	744	435	1157	799
ENSGALG00010012415	1847	1746	2333	1155
ENSGALG00010012422	21	0	2	5
ENSGALG00010022326	318	205	404	200
ENSGALG00010015218	26	11	22	21
ENSGALG00010012428	23	21	27	6
ENSGALG00010025657	67	13	86	14
ENSGALG00010012429	43	31	49	48
ENSGALG00010020945	3151	2732	2196	1313
ENSGALG00010013209	391	216	361	165
ENSGALG00010012436	1	10	0	8
ENSGALG00010002571	1919	1732	2048	1002
ENSGALG00010014350	1494	966	1542	757
ENSGALG00010015984	834	615	933	551
ENSGALG00010004872	23	6	17	7
ENSGALG00010012437	776	384	806	403
ENSGALG00010012442	37	6	7	1
ENSGALG00010022186	4097	3692	3704	2139
ENSGALG00010012443	4	7	13	8
ENSGALG00010012445	62	42	33	11
ENSGALG00010017513	390	165	864	416
ENSGALG00010002173	4	3	13	3
ENSGALG00010012447	934	515	967	525
ENSGALG00010012456	369	216	417	229
ENSGALG00010012458	405	199	445	227
ENSGALG00010016322	37	19	34	25
ENSGALG00010021296	461	321	509	242
ENSGALG00010020705	492	367	581	265
ENSGALG00010004406	46	59	62	21
ENSGALG00010014210	150	118	135	38
ENSGALG00010012466	561	311	639	354
ENSGALG00010004046	2081	954	1918	684
ENSGALG00010012469	336	141	425	179
ENSGALG00010015524	4	9	9	2
ENSGALG00010025558	12	4	12	3
ENSGALG00010014880	87	48	153	87
ENSGALG00010000901	2	2	0	0
ENSGALG00010001868	392	281	434	217
ENSGALG00010012470	1241	904	1269	654
ENSGALG00010012477	45	47	37	29
ENSGALG00010012483	91	27	127	99
ENSGALG00010015186	7	9	14	3
ENSGALG00010029731	2252	1622	1963	1106
ENSGALG00010012511	2765	1242	1727	1133
ENSGALG00010026232	2162	1588	2386	1374
ENSGALG00010012519	392	232	403	234
ENSGALG00010023809	21	15	19	11
ENSGALG00010012532	152	79	164	81
ENSGALG00010021287	3	7	10	5
ENSGALG00010012535	60	57	47	27
ENSGALG00010010178	6	0	8	0
ENSGALG00010012536	159	73	167	71
ENSGALG00010012538	13915	7147	11853	4736
ENSGALG00010022386	9676	5861	10620	6703
ENSGALG00010012553	527	364	429	235
ENSGALG00010013617	64	40	64	16
ENSGALG00010024019	1898	1537	2309	1190
ENSGALG00010012561	557	252	474	227
ENSGALG00010013192	1323	937	1289	704
ENSGALG00010017843	3173	1867	2847	1452
ENSGALG00010012571	1162	666	896	539
ENSGALG00010021848	293	185	309	166
ENSGALG00010017496	1580	951	1662	896
ENSGALG00010012583	305	378	343	227
ENSGALG00010015636	80	67	48	8
ENSGALG00010012586	1023	530	985	490
ENSGALG00010012600	1199	1051	1267	736
ENSGALG00010012042	3	2	0	1
ENSGALG00010012240	165	104	226	120
ENSGALG00010012610	13106	9433	14343	7529
ENSGALG00010012614	1965	1030	2249	1361
ENSGALG00010012624	2260	2190	2288	828
ENSGALG00010025544	8622	5290	8235	4933
ENSGALG00010010528	947	694	1142	482
ENSGALG00010018450	3	6	7	2
ENSGALG00010012629	2554	1531	1918	1204
ENSGALG00010015894	64	31	63	34
ENSGALG00010012631	223	78	216	120
ENSGALG00010009623	3158	3400	3383	2086
ENSGALG00010012633	1100	642	1057	417
ENSGALG00010025239	22	8	18	5
ENSGALG00010018514	240	99	183	57
ENSGALG00010000148	469	197	430	210
ENSGALG00010012648	727	384	1285	971
ENSGALG00010012650	2700	2033	2342	1046
ENSGALG00010027524	1242	786	1327	696
ENSGALG00010022545	722	449	768	346
ENSGALG00010001847	12	2	25	15
ENSGALG00010012662	4266	5259	4267	2648
ENSGALG00010012670	69	39	26	14
ENSGALG00010012672	203	132	121	83
ENSGALG00010012682	1012	585	1202	860
ENSGALG00010029262	15335	9259	13073	8924
ENSGALG00010021756	428	270	378	184
ENSGALG00010017996	616	429	681	441
ENSGALG00010019215	698	575	859	456
ENSGALG00010012683	2618	2376	2289	1372
ENSGALG00010018137	1224	775	1196	856
ENSGALG00010012685	236	200	279	148
ENSGALG00010012688	238	133	201	129
ENSGALG00010012696	231	116	223	80
ENSGALG00010012702	6	2	37	8
ENSGALG00010018892	871	449	804	398
ENSGALG00010007806	10	13	7	4
ENSGALG00010012708	1	2	2	2
ENSGALG00010012709	772	392	679	361
ENSGALG00010012711	279	210	229	222
ENSGALG00010012719	57	50	79	25
ENSGALG00010012723	75	45	64	27
ENSGALG00010013089	2371	1452	2481	1299
ENSGALG00010003489	152	39	150	62
ENSGALG00010001895	19	21	37	12
ENSGALG00010017215	8	7	14	9
ENSGALG00010009609	1790	937	1825	821
ENSGALG00010012726	3457	2101	4117	1570
ENSGALG00010003126	9	1	9	0
ENSGALG00010015975	6695	6061	7120	3541
ENSGALG00010012730	74	142	94	39
ENSGALG00010019640	720	600	910	524
ENSGALG00010012734	797	496	840	457
ENSGALG00010012737	8	12	12	2
ENSGALG00010012741	1545	1412	1296	852
ENSGALG00010008150	27	15	41	12
ENSGALG00010012744	13250	8437	13013	6792
ENSGALG00010012747	4276	3744	3678	1963
ENSGALG00010027951	1898	1217	1866	933
ENSGALG00010007141	1514	716	1189	604
ENSGALG00010013041	1319	596	1106	513
ENSGALG00010012753	2210	1751	1882	1332
ENSGALG00010002150	7086	5140	6619	3852
ENSGALG00010015565	277	17	237	54
ENSGALG00010001798	102	79	95	49
ENSGALG00010018165	29	6	18	12
ENSGALG00010012758	2989	1804	2288	1563
ENSGALG00010005176	387	216	235	96
ENSGALG00010012761	1351	645	1110	726
ENSGALG00010002399	2	2	3	0
ENSGALG00010013550	1530	861	1334	850
ENSGALG00010022038	42971	38227	51430	40252
ENSGALG00010012765	759	782	906	513
ENSGALG00010023257	8	46	1	0
ENSGALG00010012771	2468	2192	2301	1198
ENSGALG00010016941	1528	1015	809	420
ENSGALG00010012775	221	81	229	106
ENSGALG00010017826	310	271	332	203
ENSGALG00010010911	42	36	46	26
ENSGALG00010012778	1237	624	1211	587
ENSGALG00010010780	822	568	775	573
ENSGALG00010012780	280	247	264	231
ENSGALG00010012783	3	1	2	0
ENSGALG00010012786	2587	1497	1618	1098
ENSGALG00010006824	22	12	25	9
ENSGALG00010012788	2522	1866	3153	1351
ENSGALG00010015068	13	5	9	4
ENSGALG00010015343	3	0	2	0
ENSGALG00010012791	99	55	113	70
ENSGALG00010012792	47	32	41	23
ENSGALG00010001976	0	3	2	0
ENSGALG00010012795	845	373	811	455
ENSGALG00010017767	191	120	416	156
ENSGALG00010014641	3104	1708	2823	1944
ENSGALG00010018422	389	350	367	174
ENSGALG00010018448	212	184	212	110
ENSGALG00010008251	380	222	395	130
ENSGALG00010012796	87	64	148	81
ENSGALG00010021342	32	16	39	14
ENSGALG00010012797	1768	1177	1501	599
ENSGALG00010011185	5	9	4	1
ENSGALG00010023322	996	711	1098	675
ENSGALG00010013936	1	2	0	3
ENSGALG00010027383	7471	2698	10013	5228
ENSGALG00010027301	1114	728	1411	712
ENSGALG00010008516	493	319	524	301
ENSGALG00010012806	472	572	436	247
ENSGALG00010012812	2427	1765	2055	1258
ENSGALG00010012821	1778	993	1663	903
ENSGALG00010012824	1121	595	936	533
ENSGALG00010005224	60	46	41	5
ENSGALG00010016927	358	263	338	297
ENSGALG00010021579	1821	925	1865	925
ENSGALG00010012827	100	66	107	55
ENSGALG00010007759	10	2	2	0
ENSGALG00010012833	7656	5597	6517	3157
ENSGALG00010012836	385	245	382	197
ENSGALG00010012838	2	2	3	0
ENSGALG00010013111	258	201	234	115
ENSGALG00010012841	528	306	567	314
ENSGALG00010006193	819	676	952	529
ENSGALG00010012843	146	92	103	83
ENSGALG00010010546	3158	1814	2806	1483
ENSGALG00010012845	213	122	182	117
ENSGALG00010023775	27	22	46	27
ENSGALG00010012856	1	0	9	8
ENSGALG00010012857	213	74	352	65
ENSGALG00010015797	186	186	179	117
ENSGALG00010012871	1480	624	2075	1391
ENSGALG00010018042	274	180	277	165
ENSGALG00010024874	337	199	381	171
ENSGALG00010012873	5775	3771	7228	4251
ENSGALG00010022072	2586	3301	2664	1365
ENSGALG00010003030	5	0	2	0
ENSGALG00010012877	424	172	432	218
ENSGALG00010012882	8	10	6	25
ENSGALG00010029421	640	379	602	405
ENSGALG00010012883	1275	796	1383	808
ENSGALG00010012885	290	217	332	203
ENSGALG00010023007	54	14	52	22
ENSGALG00010012893	67	43	62	37
ENSGALG00010012896	2384	1977	1930	899
ENSGALG00010008440	16	22	10	15
ENSGALG00010012898	639	458	718	480
ENSGALG00010013438	3705	3614	4791	2605
ENSGALG00010021176	1211	817	928	463
ENSGALG00010012899	386	222	430	168
ENSGALG00010012900	586	472	688	337
ENSGALG00010015563	33	27	35	21
ENSGALG00010012903	166	71	122	92
ENSGALG00010015028	35	15	24	12
ENSGALG00010012908	2061	1282	2293	1216
ENSGALG00010012910	319	222	322	192
ENSGALG00010012911	1347	766	1115	603
ENSGALG00010023068	230	131	212	74
ENSGALG00010012912	863	678	892	481
ENSGALG00010017327	388	250	336	216
ENSGALG00010023140	2455	1725	2557	1312
ENSGALG00010012917	2561	1941	1809	809
ENSGALG00010013104	494	194	456	278
ENSGALG00010012919	2	1	2	1
ENSGALG00010012921	148	55	114	81
ENSGALG00010016375	237	150	297	135
ENSGALG00010022923	20247	16842	31502	16432
ENSGALG00010012922	573	364	657	397
ENSGALG00010026393	2998	1562	3100	1241
ENSGALG00010012924	274	202	249	109
ENSGALG00010012925	30	19	33	21
ENSGALG00010012926	181	137	181	78
ENSGALG00010003882	4581	2668	5083	2260
ENSGALG00010010267	221	139	172	98
ENSGALG00010012933	218	173	230	143
ENSGALG00010012934	514	478	533	403
ENSGALG00010005985	5	3	0	1
ENSGALG00010012938	2164	1921	2338	1216
ENSGALG00010007414	22	4	9	5
ENSGALG00010012945	2163	1164	1912	1194
ENSGALG00010015838	109	0	133	0
ENSGALG00010022308	857	535	854	481
ENSGALG00010008372	1284	738	1075	667
ENSGALG00010012952	1227	1199	1260	746
ENSGALG00010012954	41	16	53	28
ENSGALG00010012955	5908	4982	7434	3488
ENSGALG00010012963	443	338	448	240
ENSGALG00010023597	65	33	50	25
ENSGALG00010012964	1119	658	1083	629
ENSGALG00010018933	772	645	864	508
ENSGALG00010012967	12	5	9	6
ENSGALG00010007724	170	59	172	27
ENSGALG00010012970	7	0	5	0
ENSGALG00010017727	275	176	332	152
ENSGALG00010020640	158	33	95	38
ENSGALG00010008143	587	568	645	402
ENSGALG00010020998	5	7	15	6
ENSGALG00010003701	3596	2099	3879	1967
ENSGALG00010012410	11	8	6	7
ENSGALG00010012976	1673	771	280	9
ENSGALG00010012965	646	509	626	362
ENSGALG00010012977	671	477	639	489
ENSGALG00010008422	8	2	12	2
ENSGALG00010024717	5548	2461	5678	4453
ENSGALG00010012980	644	454	655	331
ENSGALG00010012982	35	24	21	25
ENSGALG00010022483	207	17	122	13
ENSGALG00010010438	2	0	2	0
ENSGALG00010008241	3150	1873	2511	1571
ENSGALG00010012985	357	138	381	194
ENSGALG00010012986	1686	1338	1727	1109
ENSGALG00010024508	325	227	356	264
ENSGALG00010012988	7718	6079	9138	5024
ENSGALG00010029405	2182	1556	1972	1115
ENSGALG00010012992	1347	1237	1492	956
ENSGALG00010003923	197	133	294	143
ENSGALG00010012997	2915	1741	3078	1679
ENSGALG00010007748	32	9	72	54
ENSGALG00010016477	4	6	5	5
ENSGALG00010022270	85	12	3367	2058
ENSGALG00010015963	829	172	531	355
ENSGALG00010012998	980	643	1497	979
ENSGALG00010013001	12	3	29	8
ENSGALG00010022564	4	0	1	2
ENSGALG00010004978	5	2	3	2
ENSGALG00010008375	177	137	146	60
ENSGALG00010013008	1194	933	1279	611
ENSGALG00010013766	26	19	34	10
ENSGALG00010014143	599	411	416	162
ENSGALG00010000081	640	416	638	410
ENSGALG00010013013	140	60	233	88
ENSGALG00010022506	959	723	1109	596
ENSGALG00010019204	8492	5330	8567	3834
ENSGALG00010017865	336	247	378	167
ENSGALG00010027156	29	13	27	16
ENSGALG00010013016	251	209	344	162
ENSGALG00010013019	2	3	5	6
ENSGALG00010016498	246	240	174	86
ENSGALG00010013027	3445	2450	3058	1698
ENSGALG00010022597	26	9	31	23
ENSGALG00010013032	55	24	55	24
ENSGALG00010017757	3178	2558	2995	1589
ENSGALG00010029168	408	221	413	259
ENSGALG00010013040	219	143	343	197
ENSGALG00010013046	504	347	380	192
ENSGALG00010013047	502	383	545	290
ENSGALG00010021073	2149	1411	2290	1469
ENSGALG00010020754	2075	1369	1845	1077
ENSGALG00010014512	4267	2762	4469	2057
ENSGALG00010013052	2	5	3	1
ENSGALG00010006087	27	33	34	17
ENSGALG00010011461	397	208	411	201
ENSGALG00010013053	3782	4207	3523	1893
ENSGALG00010013062	94	55	98	55
ENSGALG00010013063	2851	2102	3258	1632
ENSGALG00010013065	343	145	357	171
ENSGALG00010017020	2	3	4	3
ENSGALG00010013069	31	0	55	0
ENSGALG00010007097	240	180	282	147
ENSGALG00010013346	19	8	15	11
ENSGALG00010012831	12	2	16	24
ENSGALG00010016859	854	466	991	463
ENSGALG00010013537	5	0	10	0
ENSGALG00010029674	301	250	385	271
ENSGALG00010013076	134	73	152	110
ENSGALG00010013078	45	22	40	13
ENSGALG00010027050	330	265	147	72
ENSGALG00010013080	372	216	231	113
ENSGALG00010028733	120	151	101	64
ENSGALG00010005460	304	201	276	142
ENSGALG00010013081	739	638	700	365
ENSGALG00010013084	562	600	630	354
ENSGALG00010015103	1196	826	1201	827
ENSGALG00010009677	9557	3601	10206	5215
ENSGALG00010015896	1511	1119	1248	693
ENSGALG00010004146	519	131	590	335
ENSGALG00010013085	313	137	293	152
ENSGALG00010010049	1	4	3	1
ENSGALG00010013103	219	155	210	113
ENSGALG00010023172	307	205	317	259
ENSGALG00010016696	8	2	8	1
ENSGALG00010001154	363	155	293	197
ENSGALG00010012578	386	230	594	331
ENSGALG00010013106	259	288	313	176
ENSGALG00010017796	669	380	537	305
ENSGALG00010013524	282	117	220	132
ENSGALG00010017782	42	16	36	7
ENSGALG00010022245	1216	868	795	660
ENSGALG00010013112	387	227	785	424
ENSGALG00010024726	5364	2445	5065	2309
ENSGALG00010013114	230	100	258	112
ENSGALG00010013115	10	3	5	13
ENSGALG00010013116	808	519	720	348
ENSGALG00010014306	99	19	162	67
ENSGALG00010005416	3820	2376	3697	1413
ENSGALG00010005490	286	103	269	121
ENSGALG00010013117	446	199	431	210
ENSGALG00010013119	2251	999	2021	867
ENSGALG00010021181	280	82	255	175
ENSGALG00010013121	312	244	256	156
ENSGALG00010027895	1033	469	942	651
ENSGALG00010021791	6568	5774	6017	3647
ENSGALG00010013123	2272	1308	1534	770
ENSGALG00010013129	3327	1262	2522	1374
ENSGALG00010017378	84	19	80	16
ENSGALG00010002914	1384	1098	1506	984
ENSGALG00010001253	1	2	2	0
ENSGALG00010013037	4428	4057	4501	2735
ENSGALG00010013131	522	289	519	212
ENSGALG00010013133	199	128	199	129
ENSGALG00010003719	189	74	188	97
ENSGALG00010013137	1	1	6	2
ENSGALG00010023335	649	342	657	295
ENSGALG00010013143	33	14	55	14
ENSGALG00010027247	337	141	326	165
ENSGALG00010008332	2791	2073	3026	1672
ENSGALG00010014716	34	38	50	19
ENSGALG00010013145	164	121	155	47
ENSGALG00010028548	12481	8254	11392	5125
ENSGALG00010023759	1964	1615	1964	839
ENSGALG00010021702	34	32	36	24
ENSGALG00010013149	303	152	355	132
ENSGALG00010016292	1669	1242	1547	882
ENSGALG00010013150	21998	8188	19236	10615
ENSGALG00010029735	1397	984	1570	894
ENSGALG00010009193	352	154	358	172
ENSGALG00010013154	5	3	2	0
ENSGALG00010023086	2176	1614	2738	1644
ENSGALG00010000660	813	409	854	378
ENSGALG00010013159	63	6	65	16
ENSGALG00010013163	58	21	34	22
ENSGALG00010013164	9	2	1	2
ENSGALG00010021327	1008	912	1297	800
ENSGALG00010013177	851	367	499	228
ENSGALG00010005494	12	3	7	2
ENSGALG00010002143	5	6	7	11
ENSGALG00010013179	134	72	123	55
ENSGALG00010013182	9	19	15	10
ENSGALG00010024104	6	6	6	8
ENSGALG00010013183	6657	3850	4177	2356
ENSGALG00010013184	2212	1379	2753	1615
ENSGALG00010027969	27130	17605	25638	13104
ENSGALG00010013185	24	16	15	8
ENSGALG00010019294	366	266	421	271
ENSGALG00010003528	67	41	49	23
ENSGALG00010013186	2758	1826	2954	1551
ENSGALG00010028314	3137	1527	2439	1256
ENSGALG00010027328	1496	864	1296	605
ENSGALG00010013187	70	47	61	16
ENSGALG00010027374	1641	1257	2160	1203
ENSGALG00010025513	1779	1415	1976	1136
ENSGALG00010017979	266	217	270	138
ENSGALG00010015137	2	1	3	0
ENSGALG00010013194	686	427	744	303
ENSGALG00010029496	4115	3089	3764	2045
ENSGALG00010016336	4	4	3	3
ENSGALG00010013196	416	237	500	255
ENSGALG00010028881	4	6	7	2
ENSGALG00010014375	517	466	478	143
ENSGALG00010009712	1385	1274	1901	1066
ENSGALG00010012306	0	8	3	0
ENSGALG00010015207	681	436	656	266
ENSGALG00010013198	799	473	913	425
ENSGALG00010013202	17	30	29	13
ENSGALG00010028067	747	429	520	202
ENSGALG00010013204	4	5	6	5
ENSGALG00010013208	27	24	29	17
ENSGALG00010013212	113	65	229	124
ENSGALG00010013213	959	614	1039	367
ENSGALG00010013215	1191	923	1321	768
ENSGALG00010013217	356	211	384	329
ENSGALG00010013220	1236	801	1158	653
ENSGALG00010016403	2171	929	1873	850
ENSGALG00010024601	8	8	0	1
ENSGALG00010013226	1898	1115	1404	455
ENSGALG00010006134	383	377	8019	6173
ENSGALG00010013228	3266	2451	3604	1453
ENSGALG00010013230	2726	2319	3887	1982
ENSGALG00010013233	97	54	108	74
ENSGALG00010013235	337	218	480	488
ENSGALG00010015904	8	5	0	0
ENSGALG00010005507	185	130	66	67
ENSGALG00010016295	1292	755	1605	815
ENSGALG00010020147	559	401	236	134
ENSGALG00010019588	1466	1227	1691	1120
ENSGALG00010013238	136	74	165	72
ENSGALG00010021509	816	445	984	369
ENSGALG00010013241	2302	1712	2096	1214
ENSGALG00010027642	10	2	9	3
ENSGALG00010025577	19	16	17	0
ENSGALG00010013242	134	72	141	74
ENSGALG00010015384	523	346	630	296
ENSGALG00010013244	770	489	621	524
ENSGALG00010013249	29	17	39	12
ENSGALG00010013250	327	134	348	186
ENSGALG00010021143	15	12	8	8
ENSGALG00010013252	992	725	606	369
ENSGALG00010024826	1723	1621	1347	752
ENSGALG00010013253	103	72	141	82
ENSGALG00010013259	73	62	63	17
ENSGALG00010010446	4	3	7	0
ENSGALG00010013260	611	294	660	415
ENSGALG00010014305	63	39	97	35
ENSGALG00010013261	4445	4327	4479	2250
ENSGALG00010018654	95	27	92	49
ENSGALG00010021903	1080	901	1123	766
ENSGALG00010013263	4352	1566	2156	805
ENSGALG00010027289	3168	2244	4001	2508
ENSGALG00010013264	455	288	450	231
ENSGALG00010016017	3336	1981	2944	1856
ENSGALG00010012463	0	0	2	4
ENSGALG00010013267	831	570	700	289
ENSGALG00010005300	33	18	39	1
ENSGALG00010013269	2266	2605	2387	1393
ENSGALG00010013274	1436	1387	1193	567
ENSGALG00010013246	2597	1023	1481	1027
ENSGALG00010018216	876	593	868	448
ENSGALG00010017764	66	74	54	24
ENSGALG00010015175	325	134	274	123
ENSGALG00010013277	440	294	562	351
ENSGALG00010000105	31	13	49	15
ENSGALG00010013278	1545	924	1341	833
ENSGALG00010007890	3279	2666	3417	1977
ENSGALG00010016083	2	6	10	3
ENSGALG00010013280	135	70	78	74
ENSGALG00010015848	764	350	745	291
ENSGALG00010013281	587	187	527	201
ENSGALG00010013286	1035	797	1220	802
ENSGALG00010018524	664	419	659	418
ENSGALG00010018901	1287	1093	1576	737
ENSGALG00010013292	537	318	352	168
ENSGALG00010016332	124	63	127	90
ENSGALG00010013293	503	243	426	288
ENSGALG00010023255	99	90	103	55
ENSGALG00010013301	11903	6802	12302	4963
ENSGALG00010013307	751	570	859	445
ENSGALG00010026287	695	455	869	445
ENSGALG00010013309	227	100	164	33
ENSGALG00010020215	480	216	519	283
ENSGALG00010013313	1012	662	647	520
ENSGALG00010015617	2364	1284	2366	1247
ENSGALG00010013316	925	477	1168	744
ENSGALG00010022536	305	165	358	146
ENSGALG00010013353	4350	2815	3350	1859
ENSGALG00010013323	7445	5001	7053	4137
ENSGALG00010010095	216	145	221	157
ENSGALG00010015227	2410	1940	2574	1272
ENSGALG00010005680	173	56	140	61
